Total population,White alone,Black alone,American Indian alone,Asian alone,Hawaiian alone,Hispanic,Other alone,Two or more,Census Tract,Poverty
3039,2752,6,15,11,0,200,0,55,6007001703,380
3491,2304,159,0,437,0,554,0,37,6037106645,394
3439,1449,172,0,590,16,1163,0,49,6037106646,339
7561,2542,517,145,3349,0,790,14,204,6037108202,1173
4569,128,13,0,6,0,4394,5,23,6037106648,339
2599,178,86,0,536,7,1701,28,63,6037106649,112
5501,2084,325,0,2537,0,335,0,220,6037108201,353
4476,708,53,0,561,0,3028,92,34,6037109603,1185
3088,716,64,26,555,0,1660,9,58,6037109604,372
4064,1456,412,0,1413,15,677,48,43,6037111205,450
4382,2142,54,12,557,119,1275,0,223,6037111206,356
3699,2137,70,0,592,0,875,0,25,6037113101,260
2928,2007,75,0,364,14,361,0,107,6037113102,185
1834,1026,102,39,86,0,405,45,131,6037113235,183
4145,2010,380,0,497,0,1048,58,152,6037113237,444
3393,924,450,0,614,26,1204,0,175,6037115103,58
4752,1402,826,0,970,0,1374,0,180,6037115104,1473
3722,793,256,0,520,0,2101,0,52,6037115403,975
2926,695,281,0,395,41,1463,15,36,6037115404,497
5115,388,154,0,1991,0,2350,31,201,6037117101,648
2839,722,43,9,210,0,1814,0,41,6037117102,449
4785,563,83,0,686,0,3328,20,105,6037117201,1472
2577,633,228,0,725,0,847,0,144,6037117202,132
4064,29,38,0,89,0,3903,0,5,6037117407,2098
3333,161,338,0,233,0,2549,0,52,6037117408,1470
4329,425,1,2,655,0,3161,0,85,6037119001,740
8052,388,105,0,643,0,6846,8,62,6037119002,963
4289,224,1,32,282,0,3734,11,5,6037119201,966
4723,205,38,37,279,0,4162,0,2,6037119202,864
2877,365,82,0,718,0,1670,11,31,6037119341,829
3092,216,66,0,403,0,2403,0,4,6037119342,881
3399,71,99,0,98,0,3131,0,0,6037120103,1835
4507,471,125,80,244,0,3564,0,23,6071001308,990
4682,440,175,0,243,0,3759,0,65,6071001309,810
5019,1877,500,0,1616,1,548,14,463,6013359103,424
2000,354,389,10,830,0,259,14,144,6013359104,207
5054,767,988,0,2313,0,613,0,373,6013359105,243
4873,1821,372,0,996,0,1187,39,458,6013360101,659
4318,1665,377,13,1162,0,869,0,232,6013360102,273
5236,933,1355,34,1386,0,1013,250,265,6013365003,361
4912,405,197,0,292,0,3841,48,129,6013368001,1087
3659,206,231,0,437,22,2654,17,92,6013368002,768
12241,2018,1934,70,2247,4,5475,14,479,6013392200,1679
3119,222,445,0,2088,0,250,8,106,6013392300,303
0,0,0,0,0,0,0,0,0,6013990000,0
2334,1328,0,53,90,0,710,0,153,6015000104,1000
2519,1997,25,0,76,0,404,0,17,6017030302,802
6676,5314,117,128,238,0,636,72,171,6015000105,0
0,0,0,0,0,0,0,0,0,6015990000,428
2814,1561,20,5,55,0,1100,0,73,6017030301,371
2425,1908,1,6,49,0,351,0,110,6017030504,318
2456,2100,0,0,12,0,238,0,106,6017030505,178
6223,4240,161,0,529,0,872,0,421,6017030706,325
4882,4039,42,0,283,0,385,0,133,6017030709,155
4716,3174,12,0,660,0,730,20,120,6019005522,240
4923,3138,97,0,644,0,817,18,209,6019005524,140
1027,693,23,0,127,0,129,0,55,6019005525,71
4446,1934,292,0,226,158,1731,0,105,6019005607,1229
3327,1973,171,0,66,0,1001,0,116,6019005608,878
6971,2531,133,0,1024,0,3126,0,157,6019005804,1987
5795,2477,91,64,1246,0,1745,9,163,6019005805,213
7248,4787,59,77,744,0,1318,0,263,6019005905,525
2564,1305,0,6,375,0,849,0,29,6019005906,406
3504,2038,91,0,445,73,665,0,192,6019005907,250
7596,3556,91,0,1315,0,2276,144,214,6019005909,928
5397,2563,67,3,885,0,1574,0,305,6019005911,254
4745,3143,0,21,368,100,1010,49,54,6019005912,197
2386,174,6,6,12,0,2182,0,6,6019006201,1081
6311,420,0,0,82,0,5755,0,54,6019006202,1951
4839,3824,57,84,95,15,563,24,177,6019006404,213
5306,3879,31,83,237,0,979,0,97,6019006405,713
6601,311,33,12,33,0,6212,0,0,6019006501,4008
4463,307,41,0,0,20,4085,0,10,6019006502,2704
2400,716,193,4,77,6,1325,0,79,6019006603,667
8023,407,0,12,206,0,7162,0,236,6019006604,3395
2861,52,19,0,1,0,2789,0,0,6019007801,1315
5339,318,0,43,16,0,4962,0,0,6019007802,3520
2630,135,190,0,125,0,2155,4,21,6037209104,1264
5973,880,142,9,56,4,4730,43,109,6071001310,585
3508,705,194,8,844,0,1675,11,71,6071001311,535
5178,501,758,0,418,0,3257,62,182,6071001312,586
4142,376,0,0,27,0,3739,0,0,6071001501,987
4121,196,73,11,75,0,3725,0,41,6071001503,1742
5994,395,595,0,775,0,4144,0,85,6071001504,2161
4977,799,151,0,423,76,3454,0,74,6071001704,1286
6487,638,414,0,251,0,5078,21,85,6071001706,1277
6683,752,256,0,396,92,5034,40,113,6071001707,1182
5367,1036,308,0,685,0,3265,0,73,6071001804,407
4555,997,172,1,519,0,2772,32,62,6071001806,187
3542,311,88,2,108,0,3011,0,22,6071001812,441
4709,780,467,1,187,0,3130,74,70,6071001808,887
4968,932,185,0,51,0,3743,0,57,6071001809,956
5255,386,242,0,150,27,4408,0,42,6071001810,1041
5961,151,135,25,351,0,5158,74,67,6071001813,1649
4525,1270,274,2,652,0,2273,0,54,6071001901,116
11784,2960,661,34,3195,238,4223,0,473,6071001903,1475
6504,1409,150,0,979,86,3658,5,217,6071001905,835
9395,1800,626,0,1051,0,5588,0,330,6071001906,1133
4286,2627,214,0,177,0,1078,0,190,6071002011,231
4117,2553,169,0,159,0,1164,0,72,6071002013,406
4745,2549,169,2,298,0,1595,0,132,6071002014,165
4820,2091,266,41,421,0,1963,0,38,6071002015,595
3701,1640,95,9,224,0,1593,0,140,6071002016,568
5723,3235,114,0,617,0,1651,30,76,6071002017,155
4971,2506,104,0,630,11,1499,0,221,6071002018,426
5374,1830,647,0,793,0,1846,14,244,6071002019,671
5330,2182,289,5,689,16,1895,0,254,6071002021,211
13151,4820,974,0,2889,0,3889,13,566,6071002022,588
5879,2273,357,44,355,0,2419,101,330,6071002023,994
13258,1324,1566,0,947,0,9218,0,203,6065042620,2646
7464,456,1212,4,1116,29,4466,35,146,6065042621,1143
4540,634,1133,0,349,0,2214,0,210,6065042622,1038
3979,745,1233,0,298,0,1472,0,231,6065042623,320
4547,931,676,0,439,70,2162,37,232,6065042624,697
4021,1818,259,16,280,35,1468,0,145,6065042724,318
9285,3365,946,23,430,99,4055,16,351,6065042726,1239
2195,1001,19,0,25,4,1057,10,79,6065042728,230
10325,5283,931,11,836,0,2834,35,395,6065042729,1556
5668,1606,1,0,49,24,3943,11,34,6065042730,1833
7834,2222,743,0,137,0,4626,0,106,6065042731,1110
6403,2319,391,17,296,0,3241,0,139,6065042732,535
2186,308,148,0,733,31,887,0,79,6037211121,372
3224,655,193,4,1047,0,1289,0,36,6037211122,1285
2547,184,109,0,358,55,1795,19,27,6037211201,708
2450,208,78,0,484,0,1662,0,18,6037211202,662
4490,606,314,0,1599,0,1866,12,93,6037211703,785
2943,454,289,0,1485,0,590,0,125,6037211704,777
3403,228,68,0,2407,26,582,0,92,6037211803,658
3212,276,44,68,2305,0,352,0,167,6037211804,763
2519,242,172,10,805,0,965,34,291,6037211921,1003
3522,212,161,33,1386,0,1730,0,0,6037211922,1016
2088,664,44,14,149,0,1209,0,8,6065044931,837
3165,277,509,0,1386,0,817,0,176,6037212101,799
2301,259,350,37,1014,43,573,8,17,6037212102,1008
3705,1627,215,0,197,0,1666,0,0,6065044930,439
3043,1351,75,1,429,0,1156,0,31,6065044932,576
1918,1677,18,0,41,13,155,14,0,6065045114,204
1861,1710,0,0,28,10,98,0,15,6065045115,135
1481,1053,0,0,53,0,365,10,0,6065045116,186
4214,2943,321,0,178,0,687,0,85,6065045117,1179
2369,1003,15,0,124,0,1040,22,165,6065045118,735
2687,1715,38,14,261,0,607,12,40,6065045119,384
4646,1623,109,0,107,0,2791,0,16,6065045120,1012
6501,4683,125,0,294,0,1299,15,85,6065045121,1579
1508,1363,22,0,22,0,101,0,0,6065045122,83
2342,1718,7,0,144,0,386,0,87,6065045123,192
5299,517,1386,8,68,0,3177,17,126,6071006203,2539
4555,443,1559,4,119,0,2180,81,169,6071006204,2013
4640,944,10,188,0,9,3463,11,15,6071006601,979
5996,1038,8,1,184,0,4765,0,0,6071006603,726
5067,3629,115,0,596,0,566,0,161,6017030710,137
4127,3729,30,0,111,0,198,0,59,6017030807,328
6432,4600,87,0,196,0,1236,0,313,6017030808,343
2482,1984,34,25,48,0,326,0,65,6017030809,357
3821,2589,35,0,128,0,889,0,180,6017030810,911
3317,1525,119,0,351,0,1252,0,70,6017031600,911
3067,2226,27,0,450,0,120,12,232,6017031700,115
6914,4307,91,32,1509,186,442,25,322,6017031800,476
75,69,0,2,0,0,4,0,0,6017031900,10
834,675,6,37,17,0,59,0,40,6017032000,95
3521,1933,240,59,711,0,302,0,276,6037143604,589
4508,524,255,83,425,0,3100,17,104,6037183103,870
2226,520,45,33,397,5,1189,0,37,6037183104,196
3584,646,10,14,280,0,2600,11,23,6037183221,553
9995,4556,874,11,853,36,3147,0,518,6065042733,848
2538,983,281,41,235,31,870,0,97,6065042737,200
8091,3631,568,46,774,0,2823,0,249,6065042738,1148
7526,3308,656,15,781,36,2330,38,362,6065042739,581
1854,1487,170,0,45,0,101,0,51,6065042740,235
2138,1655,100,5,69,0,273,0,36,6065042741,416
4718,2232,186,1,142,0,2023,0,134,6065042742,116
3233,1950,124,0,110,0,958,0,91,6065042743,212
4422,1400,5,35,144,0,2764,10,64,6065042744,1230
5405,2891,193,0,234,0,2009,0,78,6065042745,880
7121,3446,269,38,449,19,2721,0,179,6065043007,460
7624,2952,886,0,840,18,2123,0,805,6065043227,1240
7473,2810,272,15,222,0,4003,0,151,6065043008,667
5669,2071,101,48,344,0,2937,83,85,6065043009,717
5721,2045,214,70,147,0,3050,10,185,6065043010,732
3506,1678,168,27,252,0,1274,10,97,6065043228,282
5140,3680,119,0,232,0,1023,0,86,6065043229,293
9311,4108,789,15,1209,251,2399,0,540,6065043235,1011
7847,5003,207,38,123,27,2254,0,195,6065043239,1035
11491,5418,1015,27,1084,35,3443,0,469,6065043240,1036
9653,4306,378,64,1212,62,2836,0,795,6065043242,646
9444,4764,644,0,824,86,2517,0,609,6065043244,653
6068,3788,173,20,500,0,1208,7,372,6065043246,400
13492,5983,922,134,1543,9,4444,33,424,6065043247,1067
5043,2822,124,0,248,0,1717,0,132,6071002025,313
5715,2078,503,0,341,0,2598,18,177,6071002027,758
5162,2078,370,0,321,248,2061,0,84,6071002028,568
5973,2956,403,0,741,0,1824,0,49,6071002029,483
6434,2470,324,0,1446,0,1976,0,218,6071002031,134
7912,3020,680,0,944,0,3092,0,176,6071002033,785
15816,4080,1551,1,3160,0,6708,75,241,6071002034,1043
7268,2446,564,0,1069,26,2849,0,314,6071002035,808
13635,3547,3079,274,2989,0,3558,0,188,6071002036,2413
7758,1406,1280,59,879,0,3910,0,224,6071002037,383
6535,1757,942,0,785,0,2739,0,312,6071002038,302
4810,983,271,114,83,22,3087,0,250,6071002101,1716
5598,1499,618,0,512,85,2531,0,353,6071002103,1402
5444,1114,461,4,697,0,2980,36,152,6071002105,1064
5709,1816,595,25,233,0,2945,36,59,6071002107,1192
5276,1295,996,22,968,0,1703,62,230,6071002109,449
7092,2078,1360,116,950,21,2280,29,258,6071002110,938
6945,1740,521,13,277,178,3976,0,240,6071002206,429
5063,943,931,8,223,0,2863,31,64,6071002207,560
3459,1158,99,0,720,0,1416,0,66,6037183222,449
2322,581,5,0,393,11,1277,5,50,6037183401,443
2994,728,61,0,916,12,1167,13,97,6037183402,697
3789,566,97,15,362,36,2623,62,28,6037183701,938
2906,461,154,0,412,0,1737,0,142,6037183702,634
3609,323,29,0,285,0,2928,9,35,6037185203,1228
1979,643,19,0,556,0,664,12,85,6037185204,361
3437,421,100,0,1193,0,1702,0,21,6037186201,832
1953,445,7,0,510,0,877,0,114,6037186202,302
3303,1156,34,0,454,0,1468,39,152,6037186203,181
3074,441,153,0,348,0,2047,0,85,6037186301,1165
3267,1264,27,0,661,0,1283,0,32,6037187101,1103
5442,1528,53,0,782,0,2902,7,170,6037186302,531
2743,324,27,0,630,0,1741,0,21,6037186403,717
2816,256,13,0,441,0,2087,0,19,6037186404,421
3897,645,44,13,788,26,2323,10,48,6037187102,1234
3548,2280,143,0,448,0,508,0,169,6037188201,207
2334,1617,64,0,336,0,179,50,88,6037188202,82
2410,1831,10,0,316,10,188,0,55,6037189101,319
3283,2209,46,0,216,0,663,0,149,6037189102,417
3370,2367,159,0,328,0,389,10,117,6037189201,899
2325,1923,7,0,130,0,157,0,108,6037189202,231
2009,1372,96,0,251,0,191,0,99,6037189903,398
2402,1517,211,0,167,1,384,0,122,6037189904,473
2402,1839,116,0,137,0,244,9,57,6037189905,415
2533,1220,214,41,78,0,915,23,42,6037190201,910
3328,1708,352,0,185,0,790,99,194,6037190202,1089
2863,1639,26,0,392,26,622,0,158,6037190401,620
2405,1422,147,0,357,0,414,5,60,6037190402,860
2693,1013,224,14,244,0,1173,9,16,6037190801,1414
2835,891,194,0,153,0,1394,0,203,6037190802,1006
2402,392,88,0,423,0,1491,0,8,6037191301,828
4383,2765,266,19,363,13,725,0,232,6067005204,500
1959,917,184,0,287,0,505,0,66,6067005205,784
1462,403,603,0,35,0,391,0,30,6067005301,800
2087,818,347,0,414,0,473,0,35,6067005509,846
5070,1936,666,42,446,0,1607,90,283,6067005510,2148
2480,1426,393,0,67,0,248,12,334,6067005903,963
4825,3613,201,27,213,0,565,0,206,6067005904,764
3700,1569,313,10,900,79,678,0,151,6067009201,1018
2948,1728,106,6,475,49,372,0,212,6067009324,138
780,610,29,13,12,0,80,0,36,6067009325,40
5155,2004,486,26,1381,24,745,10,479,6067009326,363
21232,4100,2444,24,2641,0,11525,30,468,6071002304,1735
11071,1484,1253,0,892,0,7265,35,142,6071002305,1178
3884,447,482,1,183,0,2751,0,20,6071002306,378
5245,710,337,5,153,0,3946,0,94,6071002307,436
5677,809,336,0,137,0,4090,0,305,6071002604,483
8193,573,940,0,521,41,5950,0,168,6071002606,734
8629,736,1191,24,558,0,5499,155,466,6071002607,1189
5668,1119,724,0,129,0,3625,0,71,6071002703,487
11582,2637,1258,0,1373,0,5579,15,720,6071002704,1008
5236,764,364,0,47,0,3998,4,59,6071002705,366
5587,349,330,0,27,0,4871,0,10,6071002804,473
11887,2937,1935,9,491,24,6146,40,305,6071002706,1380
5939,451,378,0,130,0,4885,53,42,6071002801,1296
3944,403,332,0,39,0,3160,0,10,6071002803,2444
5204,551,64,0,12,10,4525,0,42,6071003101,1601
5808,462,58,0,45,0,5213,0,30,6071003102,2505
5431,305,353,0,148,17,4509,82,17,6071003301,1650
4728,2351,72,9,488,0,1691,0,117,6065043248,301
9235,3917,468,79,1268,264,2740,0,499,6065043250,1015
9589,5064,565,228,1028,128,1924,15,637,6065043252,126
2236,224,192,0,354,10,1403,14,39,6037120104,768
2872,183,43,0,484,0,2162,0,0,6037120105,992
4663,110,88,0,389,0,4076,0,0,6037120106,2364
3703,94,66,0,218,6,3294,0,25,6037120107,1969
4754,454,125,0,199,21,3926,9,20,6037120108,2157
3318,2732,0,0,0,0,515,0,71,6007001704,999
2367,1904,12,5,38,0,180,30,198,6007002601,182
3451,2828,47,49,0,0,308,0,219,6007002602,567
2774,1387,58,126,302,0,499,8,394,6007003001,1328
3437,1818,48,62,482,7,705,0,315,6007003002,1623
3557,2124,9,11,94,7,1107,0,205,6007003501,995
4507,2272,5,26,77,3,2084,0,40,6007003502,988
4746,2977,48,26,831,0,702,0,162,6007003700,2150
4381,3813,0,39,18,0,284,32,195,6009000121,860
3678,3151,26,23,0,0,331,0,147,6009000122,376
3096,2565,0,0,16,0,494,0,21,6009000501,293
1582,1471,0,0,31,0,72,0,8,6009000503,105
388,354,0,10,4,5,2,0,13,6009000504,83
7062,3107,661,115,163,16,2790,0,210,6013302005,1648
3816,2081,237,0,283,0,1160,0,55,6013302006,296
6990,2788,630,68,298,88,2895,0,223,6013302007,936
8656,3033,884,99,590,0,3582,0,468,6013302008,873
7531,1976,2059,0,1470,0,1694,0,332,6013302009,834
5505,1608,324,0,1723,214,1248,0,388,6067009328,458
2420,489,392,4,953,47,349,0,186,6067009329,633
3922,1492,330,0,1244,69,455,0,332,6067009330,288
7389,2785,735,21,2263,292,901,5,387,6067009331,595
1348,565,0,0,585,0,190,0,8,6067009332,286
10691,4970,276,0,594,0,4389,20,442,6067009407,1224
2078,1055,34,7,235,0,675,13,59,6067009408,289
7402,2853,896,0,1827,71,1025,0,730,6067009622,632
10194,2325,1418,0,3446,16,2098,57,834,6067009630,785
7348,1757,714,20,2859,60,1175,0,763,6067009632,879
3876,494,470,0,985,83,1652,85,107,6067009633,1199
6748,1275,1092,83,2708,0,1232,15,343,6067009637,2125
5233,479,893,0,1441,249,1664,147,360,6067009634,713
6503,2406,461,0,2207,41,1104,15,269,6067009635,614
7913,1969,930,36,2564,95,1721,0,598,6067009636,518
10988,3791,1694,75,2606,204,1869,33,716,6067009638,804
3876,872,832,11,1240,196,464,9,252,6067009639,828
3697,1532,153,0,159,0,1588,94,171,6067009900,784
5382,1398,1921,151,243,54,1378,37,200,6067988300,0
6124,2554,16,28,115,0,3254,11,146,6069000501,653
6975,1323,19,82,116,0,5384,0,51,6069000502,721
4130,709,70,9,18,0,3271,36,17,6069000701,824
5128,1971,46,54,267,0,2737,0,53,6069000702,606
3131,2365,14,0,58,0,647,0,47,6069000801,70
2758,1635,5,0,23,0,1049,2,44,6069000802,384
12081,2617,237,0,2694,0,5953,0,580,6071000113,1818
7486,2460,125,23,2244,0,2312,0,322,6071000115,504
2674,1494,47,0,730,0,292,0,111,6075011901,195
2813,1518,46,0,810,26,276,0,137,6075011902,336
4638,1648,312,0,933,0,1460,51,234,6075012201,943
3525,1073,481,13,964,12,758,0,224,6075012202,1280
2116,554,182,7,679,0,630,12,52,6075012301,858
2621,1053,148,0,771,0,546,9,94,6075012302,774
4782,1358,429,5,1308,57,1463,31,131,6075012401,1573
4320,1451,326,2,1495,42,872,8,124,6075012402,1028
4002,1077,425,12,1286,0,1006,0,196,6075012501,1401
3584,650,428,10,1515,0,839,40,102,6075012502,1644
2630,2007,71,0,224,0,315,0,13,6075012601,68
2688,2207,14,0,375,0,64,0,28,6075012602,145
2661,2114,1,25,242,23,147,0,109,6075012901,107
4026,3147,80,10,388,0,188,9,204,6075012902,250
4139,3010,82,0,594,0,388,0,65,6075013101,282
2959,1908,9,0,595,11,231,38,167,6075013102,187
11803,5574,503,9,1014,11,3798,100,794,6013302010,312
9218,4540,763,0,1463,0,1931,59,462,6013303102,1205
13027,6113,1043,212,666,42,4073,0,878,6013303103,1909
11847,4725,1631,16,1417,635,2441,17,965,6013303201,1522
7294,4199,532,0,364,0,1690,0,509,6013303202,232
10134,5285,819,10,1412,0,2130,29,449,6013303203,766
4535,2426,373,0,237,0,1315,0,184,6013303204,895
8818,5809,179,0,385,195,1630,15,605,6013303205,513
4966,2652,212,0,1226,0,540,11,325,6013304001,174
1483,877,33,25,22,0,521,0,5,6013304002,216
4044,2896,96,5,301,0,687,10,49,6013304003,460
3891,1402,955,0,53,0,1256,15,210,6013306004,219
3935,3075,0,0,205,0,454,0,201,6013304004,785
8623,5076,720,0,464,51,1843,116,353,6013304005,968
5115,1931,449,63,150,0,2280,30,212,6013306003,637
3299,873,159,0,480,137,1503,0,147,6013313203,161
5711,1296,884,1,588,0,2458,0,484,6013313204,709
1676,315,230,0,386,0,645,6,94,6013313205,123
2900,546,33,32,224,0,1970,57,38,6037121101,642
2724,918,0,0,85,0,1674,5,42,6037121102,739
2402,335,0,0,59,0,1975,24,9,6037121221,598
5378,280,59,7,266,0,4737,9,20,6037121222,1818
2999,545,144,0,179,0,2056,0,75,6037121801,1006
3249,951,110,8,234,1,1911,0,34,6037121802,945
2593,260,106,10,210,12,1970,0,25,6037122121,556
2652,133,0,0,26,0,2493,0,0,6037122122,705
4374,1615,214,0,266,87,2185,0,7,6037123901,1371
2499,1321,161,0,309,0,643,10,55,6037123902,369
1983,411,49,4,191,0,1302,0,26,6037124103,436
2444,597,151,0,50,10,1542,0,94,6037124104,600
2462,846,64,0,167,0,1358,0,27,6037124105,580
2537,818,56,0,91,12,1486,29,45,6037124203,572
2152,593,63,55,106,0,1257,55,23,6037124204,602
2654,1437,319,0,249,0,570,7,72,6037124902,711
3587,2140,74,0,221,0,1049,0,103,6037124903,542
4729,2742,677,0,561,14,721,0,14,6037125401,1056
4676,3028,274,0,400,10,742,22,200,6037125402,714
3127,1809,301,4,264,0,696,0,53,6037125501,492
3457,2271,186,0,267,10,628,0,95,6037125502,538
3187,608,130,0,288,0,1833,92,236,6037127103,980
3588,1183,176,0,281,0,1887,0,61,6037127104,1193
3154,466,73,0,88,6,2516,0,5,6037127603,1510
4164,1630,1110,0,697,0,426,8,293,6075015801,1018
3321,2098,204,0,247,12,478,29,253,6075015802,270
3746,2438,145,0,401,0,544,0,218,6075016801,498
3642,1739,299,34,767,0,718,0,85,6075016802,583
3888,2931,177,0,311,0,183,0,286,6075017101,223
3828,2657,120,1,417,0,410,19,204,6075017102,416
3654,1129,118,0,2129,0,201,0,77,6075017801,1422
5782,1919,576,6,1710,60,1117,109,285,6075017802,2194
3260,2276,71,25,518,0,186,0,184,6075020401,215
4675,2849,64,0,715,0,862,57,128,6075020402,238
3297,2326,29,0,539,0,213,0,190,6075022704,238
5307,590,116,0,3265,9,1268,0,59,6075025701,497
4510,910,861,0,2110,0,376,0,253,6075031301,716
4427,345,116,12,2658,39,1203,0,54,6075025702,933
7251,1355,223,58,4275,0,1053,77,210,6075031201,611
3515,277,455,0,2073,38,475,0,197,6075031202,537
6198,684,702,0,3558,0,964,63,227,6075031302,956
5404,1514,163,0,2611,29,531,0,556,6075032601,621
4891,1503,9,0,2809,0,425,0,145,6075032602,439
4396,1040,132,0,2619,0,458,32,115,6075032801,249
2047,613,157,12,855,0,211,117,82,6095250104,130
6784,1400,533,15,3575,48,790,0,423,6095250105,536
4802,1116,820,0,2073,0,528,0,265,6095250106,225
3862,1277,619,0,1143,16,497,9,301,6095250604,500
4130,1147,660,0,1254,20,703,0,346,6095250605,234
4073,1239,1187,0,578,154,755,0,160,6095250801,791
2941,1605,203,0,622,0,214,12,285,6095252310,110
4422,1738,656,0,846,0,712,0,470,6095252311,154
4117,1627,633,9,597,124,880,0,247,6095252312,584
5843,2809,747,0,1209,0,737,0,341,6095252313,514
4466,1586,459,0,673,287,1141,0,320,6095252314,445
4741,1513,648,71,1189,23,802,0,495,6095252315,273
3915,672,947,11,966,0,1141,0,178,6095252316,356
8551,2257,1143,13,2365,50,2067,5,651,6095252317,312
3051,908,586,0,262,0,1040,0,255,6095252610,280
3700,620,839,60,180,249,1651,12,89,6095252611,1152
2998,1668,397,0,194,93,450,0,196,6095252801,335
924,506,172,0,34,6,152,0,54,6095252802,78
4668,3585,285,24,265,0,437,3,69,6095252911,467
5817,3743,311,0,465,63,901,0,334,6095252912,142
4927,2658,487,0,332,0,1115,8,327,6095252913,306
5892,2499,778,9,547,31,1357,0,671,6095252914,321
4867,2009,358,0,587,418,1227,9,259,6095252915,208
5238,2745,163,13,354,31,1786,0,146,6065043254,389
3958,1566,357,10,523,0,1354,26,122,6065043256,265
9032,5042,370,158,1138,34,1842,0,448,6065043257,606
5487,3716,94,0,265,0,1253,9,150,6065043262,208
7873,4434,352,0,589,31,2066,19,382,6065043264,651
7619,4598,177,0,532,14,1882,24,392,6065043265,611
5811,1953,424,0,621,9,2385,0,419,6065043266,1166
6822,4795,91,33,380,0,1309,0,214,6065043267,576
6078,2480,658,0,538,7,2155,104,136,6065043270,679
3990,2038,8,0,24,15,1879,26,0,6065043271,450
4930,3610,192,33,94,0,981,0,20,6065043272,410
2278,1028,26,102,55,0,1036,0,31,6065043274,368
3850,1917,181,14,453,79,1005,0,201,6065043276,390
3816,2462,329,0,349,4,455,0,217,6065043316,492
6532,3706,238,0,437,24,1698,0,429,6065043278,476
5262,3287,59,24,139,27,1562,0,164,6065043279,960
8816,4723,260,85,1091,0,2148,61,448,6065043291,458
8830,3248,946,257,308,19,3769,0,283,6065043317,1769
7432,2269,836,40,397,10,3423,0,457,6065043512,1756
3232,1063,159,13,57,0,1854,0,86,6065043513,974
7639,2230,489,0,558,0,4138,14,210,6065043517,1809
4643,800,340,73,38,0,3305,36,51,6065043601,2273
3702,665,236,0,107,0,2654,10,30,6065043602,1560
5243,2677,184,0,487,0,1777,38,80,6065043810,612
4242,2821,121,0,162,0,981,55,102,6065043811,566
5888,4921,153,0,297,0,471,0,46,6065043812,465
5168,1965,103,764,99,0,2169,0,68,6065043813,1977
908,688,19,0,14,0,187,0,0,6065043814,94
4826,1759,495,7,591,0,1856,0,118,6065043818,710
4878,1835,721,0,591,0,1585,0,146,6065043820,385
4775,1469,437,0,298,67,2433,0,71,6065043821,1002
3602,1540,164,44,144,0,1570,75,65,6065043822,461
9680,3435,731,134,1125,0,3935,0,320,6065043823,503
6145,1200,205,0,72,0,4585,0,83,6071003302,2077
5157,437,521,10,97,0,3994,9,89,6071003404,2063
5457,294,613,0,135,0,4367,0,48,6071003405,1876
5920,620,741,0,263,0,4221,0,75,6071003503,1086
3093,826,104,0,354,0,1730,0,79,6037127604,1184
3998,365,63,0,224,0,3203,109,34,6037127605,1796
3499,807,156,12,351,0,2106,25,42,6037127606,687
3451,1048,389,0,321,0,1669,0,24,6037127711,949
3669,1035,265,7,192,0,2126,0,44,6037127712,987
4675,1176,113,7,260,0,3009,64,46,6037127803,1597
7601,2938,427,0,392,0,3386,222,236,6095253204,1809
3145,1706,110,1,256,1,787,1,283,6095253205,691
3162,2112,40,0,488,7,345,0,170,6095253206,246
4983,2980,10,0,216,16,1623,0,138,6095253403,269
7138,3282,262,35,154,74,2932,0,399,6095253404,1300
0,0,0,0,0,0,0,0,0,6095980000,0
4906,3830,17,0,172,0,813,0,74,6097150203,576
3671,2934,0,6,31,0,614,0,86,6097150204,650
6264,1824,43,0,41,0,3774,181,401,6097150305,1073
4078,2455,0,7,47,8,1280,227,54,6097150306,480
5275,3784,82,22,398,17,774,0,198,6097150607,285
4886,3104,97,0,284,0,1216,22,163,6097150609,676
3857,2537,4,22,304,0,450,109,431,6097150610,838
4355,1117,102,14,2717,0,145,23,237,6075032802,499
4806,1393,433,35,1482,0,1068,191,204,6075033204,371
5765,1312,10,0,3637,36,416,12,342,6075032901,818
4211,1047,0,0,2910,0,134,0,120,6075032902,1182
3797,1630,280,0,1148,0,560,98,81,6075033203,1887
3824,1888,235,9,1277,0,227,7,181,6075042601,649
3022,1568,22,0,1037,0,129,21,245,6075042602,205
4521,1566,88,7,2266,0,201,25,368,6075047801,407
3783,1460,28,0,1818,14,334,21,108,6075047802,491
4692,174,13,50,4383,33,0,31,8,6075061100,2333
4293,406,1007,9,1161,9,1678,0,23,6075061200,994
5977,2507,506,38,1270,0,1154,0,502,6075061400,1520
305,158,52,0,79,0,6,0,10,6075980200,0
66,55,0,0,6,0,0,0,5,6075980300,0
0,0,0,0,0,0,0,0,0,6075980401,0
669,4,146,0,326,35,143,0,15,6075980501,251
575,103,233,0,98,0,124,0,17,6075980600,170
272,138,17,0,49,0,58,0,10,6075980900,38
0,0,0,0,0,0,0,0,0,6075990100,0
7352,389,400,0,1083,90,4977,0,413,6077000801,1955
2815,85,468,0,73,0,2091,0,98,6077002201,1515
5392,172,600,0,584,0,4014,0,22,6077002202,2047
5155,365,127,0,1024,0,3470,27,142,6077002401,2197
1725,80,105,0,162,0,1342,16,20,6077002402,487
