Project_ID,Census_Tract_ID
G15-LCTI-01,6061020710
G16-CVRP-01,6085508101
G16-CVRP-01,6029005104
G16-CVRP-01,6085506701
G16-CVRP-01,6081609601
G16-CVRP-01,6013355109
G16-CVRP-01,6037276400
G16-CVRP-01,6071001103
G16-CVRP-01,6061021123
G16-CVRP-01,6037139701
G16-CVRP-01,6085508203
G17-CVRP-01,6085511609
G17-CVRP-01,6085504802
G17-CVRP-01,6013355306
G17-CVRP-01,6071008500
G17-CVRP-01,6073017401
G17-CVRP-01,6097150202
G17-CVRP-01,6059110010
G17-CVRP-01,6073008335
G17-CVRP-01,6059032028
G17-CVRP-01,6085503803
G16-CVRP-01,6037310100
G16-CVRP-01,6111005305
G14-AQIP-01,6071002033
G14-AQIP-01,6071002034
G14-AQIP-01,6071002035
G14-AQIP-01,6071002036
G14-AQIP-01,6071002038
G14-AQIP-01,6037183520
G14-AQIP-01,6037134101
G14-AQIP-01,6037134103
G14-AQIP-01,6037134104
G14-AQIP-01,6099003909
G17-CVRP-01,6065044929
G17-CVRP-01,6111002400
G17-CVRP-01,6037901101
G17-CVRP-01,6065045122
G17-CVRP-01,6037552800
G17-CVRP-01,6115040303
G14-AQIP-01,6067008404
G14-AQIP-01,6075025600
G14-AQIP-01,6067008403
G14-AQIP-01,6067008402
G14-AQIP-01,6111006700
G14-AQIP-01,6001403502
G14-AQIP-01,6081602000
G14-AQIP-01,6059062621
G14-AQIP-01,6085502701
G14-AQIP-01,6073008800
G13-AQIP-01,6083001901
G13-AQIP-01,6001423400
G14-AQIP-01,6059062633
G14-AQIP-01,6059062631
G14-AQIP-01,6065940700
G14-AQIP-01,6059062639
G14-AQIP-01,6081601800
G14-AQIP-01,6037137302
G14-AQIP-01,6037137301
G14-AQIP-01,6001424001
G14-AQIP-01,6001424002
G14-AQIP-01,6051000102
G17-CVRP-01,6059088301
G17-CVRP-01,6059088106
G17-CVRP-01,6059088002
G17-CVRP-01,6059088001
G17-CVRP-01,6059087802
G17-CVRP-01,6059087602
G17-CVRP-01,6059087601
G16-CVRP-01,6037552301
G16-CVRP-01,6071001803
G16-CVRP-01,6065040607
G16-CVRP-01,6001432400
G16-CVRP-01,6085505202
G16-CVRP-01,6037530602
G16-CVRP-01,6037408303
G17-CVRP-01,6059088502
G17-CVRP-01,6059088302
G16-CVRP-01,6059099241
G16-CVRP-01,6037603302
G16-CVRP-01,6059052517
G16-CVRP-01,6037212610
G16-CVRP-01,6037620305
G16-CVRP-01,6019005606
G16-CVRP-01,6037267403
G16-CVRP-01,6037920020
G16-CVRP-01,6111007406
G16-CVRP-01,6059052416
G16-CVRP-01,6001423300
G16-CVRP-01,6085511907
G16-CVRP-01,6061020606
G16-CVRP-01,6013346204
G16-CVRP-01,6037262604
G16-CVRP-01,6065030602
G16-CVRP-01,6073016810
G16-CVRP-01,6073014902
G16-CVRP-01,6111001102
G16-CVRP-01,6037320202
G17-CVRP-01,6037576302
G17-CVRP-01,6037406000
G17-CVRP-01,6075018000
G17-CVRP-01,6059001903
G17-CVRP-01,6089010807
G17-CVRP-01,6037207501
G17-CVRP-01,6111006000
G17-CVRP-01,6059063701
G17-CVRP-01,6037554521
G17-CVRP-01,6059088904
G13-AQIP-01,6095252202
G13-AQIP-01,6085512510
G13-AQIP-01,6001982000
G13-AQIP-01,6085503401
G13-AQIP-01,6065045121
G13-AQIP-01,6037310100
G13-AQIP-01,6073017110
G13-AQIP-01,6059074601
G13-AQIP-01,6037910202
G13-AQIP-01,6059099508
G17-CVRP-01,6013359204
G17-CVRP-01,6037264302
G14-AQIP-01,6037571800
G17-CVRP-01,6059088502
G17-CVRP-01,6013345112
G17-CVRP-01,6073013421
G17-CVRP-01,6037103400
G17-CVRP-01,6059052528
G17-CVRP-01,6001435102
G17-CVRP-01,6085501900
G17-CVRP-01,6059062701
G14-AQIP-01,6075047600
G14-AQIP-01,6037271300
G14-AQIP-01,6073018100
G14-AQIP-01,6001430700
G14-AQIP-01,6037138000
G14-AQIP-01,6095251903
G14-AQIP-01,6095251901
G14-AQIP-01,6007000102
G14-AQIP-01,6037621204
G14-AQIP-01,6081609300
G13-AQIP-01,6037302301
G13-AQIP-01,6037216300
G13-AQIP-01,6085504805
G13-AQIP-01,6029002700
G13-AQIP-01,6071003611
G13-AQIP-01,6037195803
G13-AQIP-01,6013321102
G13-AQIP-01,6013321103
15-1-06,6029001102
15-1-06,6029001103
15-1-06,6029001201
15-1-06,6029001202
G13-AQIP-01,6037481901
G13-AQIP-01,6085508508
15-1-06,6029001500
15-1-06,6029001600
G16-CVRP-01,6073020026
G16-CVRP-01,6059099603
G16-CVRP-01,6037651304
G16-CVRP-01,6037106646
G16-CVRP-01,6073002801
G16-CVRP-01,6059062634
G16-CVRP-01,6085503332
G16-CVRP-01,6081611200
G16-CVRP-01,6085504317
G16-CVRP-01,6037207301
G17-HVIP-01 Amendment 1,6037980010
G15-LCTI-05,6073021900
G17-HVIP-01 Amendment 1,6037206031
G17-HVIP-01 Amendment 1,6029006301
G17-HVIP-01 Amendment 1,6029006301
G17-HVIP-01 Amendment 1,6029006301
G17-HVIP-01 Amendment 1,6053010606
G17-HVIP-01 Amendment 1,6061020908
G17-HVIP-01 Amendment 1,6061020908
G17-HVIP-01 Amendment 1,6059062610
G18-CVRP-01,6041121100
G18-CVRP-01,6041121200
G18-CVRP-01,6041123000
G13-AQIP-01,6059075513
G13-AQIP-01,6029003206
G13-AQIP-01,6059075515
G13-AQIP-01,6059075514
G13-AQIP-01,6001433000
G13-AQIP-01,6037571800
G13-AQIP-01,6029003205
G13-AQIP-01,6029003204
G18-CVRP-01,6041119100
G13-AQIP-01,6037600801
G13-AQIP-01,6029003203
G16-CVRP-01,6079011002
G17-CVRP-01,6037432000
G17-CVRP-01,6097153502
G17-CVRP-01,6059001503
G17-CVRP-01,6001407900
G17-CVRP-01,6089011401
G17-CVRP-01,6037143400
G17-CVRP-01,6037271600
G17-CVRP-01,6083001604
G16-CVRP-01,6037128802
G17-CVRP-01,6037133000
G17-CVRP-01,6037602700
G16-HVIP-01 Amendment 1,6073020029
G16-CVRP-01,6037186404
G16-CVRP-01,6037480002
G16-CVRP-01,6037226002
G16-CVRP-01,6073017200
G16-CVRP-01,6059052502
G16-CVRP-01,6037400800
G16-CVRP-01,6073013313
G16-CVRP-01,6037480500
G16-LCTI-02,6037113303
G16-LCTI-02,6037111202
G16-LCTI-02,6037121222
G16-LCTI-02,6037117404
G16-LCTI-02,6037433307
G16-LCTI-02,6037461502
G16-CVRP-01,6001450752
G16-CVRP-01,6037702202
G17-CVRP-01,6039000506
G17-CVRP-01,6085512001
G17-CVRP-01,6073018517
G17-CVRP-01,6037115401
G17-CVRP-01,6001441800
G17-CVRP-01,6059042333
G17-CVRP-01,6065043244
G17-CVRP-01,6061023400
G17-CVRP-01,6019003900
G17-CVRP-01,6067008404
G18-CVRP-01,6073017900
G18-CVRP-01,6073017813
G16-CVRP-01,6085511911
G16-CVRP-01,6041121100
G16-CVRP-01,6037264102
G16-CVRP-01,6113011300
G16-CVRP-01,6013355115
G16-CVRP-01,6073019905
G18-CVRP-01,6073017701
G18-CVRP-01,6073017604
G18-CVRP-01,6073017801
G18-CVRP-01,6073017702
G18-CVRP-01,6073017809
G18-CVRP-01,6073017808
G18-CVRP-01,6073017811
G18-CVRP-01,6073017810
G16-CVRP-01,6095250106
G16-CVRP-01,6085502202
G16-CVRP-01,6013355116
G16-CVRP-01,6037670202
G16-CVRP-01,6071008706
G16-CVRP-01,6037920028
G16-CVRP-01,6037554802
G16-CVRP-01,6059075607
G16-CVRP-01,6037400603
G16-CVRP-01,6057000600
G18-CVRP-01,6013367200
G18-CVRP-01,6013367100
G18-CVRP-01,6013369002
G18-CVRP-01,6013369001
G18-CVRP-01,6013365003
G18-CVRP-01,6013365002
G18-CVRP-01,6013366002
G18-CVRP-01,6013366001
G18-CVRP-01,6013371000
G18-CVRP-01,6013370000
15-2-29,6077003500
15-2-29,6077003113
15-2-29,6077002800
15-2-29,6077002503
G15-LCTI-01,6073018507
G15-LCTI-01,6073018504
15-2-29,6081612000
15-2-29,6077005119
G15-LCTI-01,6073018100
G15-LCTI-01,6073018000
G15-LCTI-01,6073018400
G15-LCTI-01,6073018200
G15-LCTI-01,6073017811
G15-LCTI-01,6073017810
G15-LCTI-01,6073017900
G15-LCTI-01,6073017813
G15-LCTI-05,6075061500
G15-LCTI-05,6075061500
G15-LCTI-05,6077005114
G15-LCTI-05,6075061500
G15-LCTI-05,6075061500
G15-LCTI-05,6075061500
G15-LCTI-05,6075061500
G15-LCTI-05,6075061500
G15-LCTI-05,6075061500
G15-LCTI-05,6075061500
G18-HVIP-01,6037206020
G16-CVRP-01,6001444602
G18-CVRP-01,6037125401
G18-CVRP-01,6037125402
G18-CVRP-01,6037124600
G18-CVRP-01,6037124700
G18-CVRP-01,6037124902
G18-CVRP-01,6037124903
G18-CVRP-01,6037125100
G18-CVRP-01,6037125200
G18-CVRP-01,6037125310
G18-CVRP-01,6037125320
G16-CVRP-01,6013343003
G16-CVRP-01,6073017701
G16-CVRP-01,6071004004
G16-CVRP-01,6059063500
G16-CVRP-01,6097150800
G16-CVRP-01,6113010701
G16-CVRP-01,6037195500
G16-CVRP-01,6017030701
G16-CVRP-01,6073017109
G16-CVRP-01,6073019206
G16-CVRP-01,6013313204
G17-CVRP-01,6037431600
G17-CVRP-01,6073017006
G17-CVRP-01,6017031402
G17-CVRP-01,6037214502
G17-CVRP-01,6071001312
G17-CVRP-01,6073020902
G17-CVRP-01,6067008119
G17-CVRP-01,6037296300
G17-CVRP-01,6065030700
G17-CVRP-01,6073019904
G14-LCTI-02,6037208301
G14-LCTI-02,6037209810
G16-CVRP-01,6059087105
G16-CVRP-01,6037111204
15-2-29,6071007000
15-2-29,6071006302
15-2-29,6071005500
15-2-29,6071005400
15-2-29,6071006100
15-2-29,6071005600
15-2-29,6071006203
15-2-29,6071006201
15-2-29,6071006301
15-2-29,6071006204
G16-CVRP-01,6001443322
G16-CVRP-01,6073017029
G16-CVRP-01,6061022800
G16-CVRP-01,6085508004
G16-CVRP-01,6071000118
G17-CVRP-01,6037501600
G16-CVRP-01,6111003010
G16-CVRP-01,6085507401
G16-CVRP-01,6085504412
G16-CVRP-01,6085512033
G16-CVRP-01,6037650902
G16-HVIP-01 Amendment 1,6037408202
G16-CVRP-01,6037297000
G16-CVRP-01,6073013307
G16-CVRP-01,6059099405
G16-CVRP-01,6061020604
G16-CVRP-01,6037113211
G16-CVRP-01,6037189905
G16-CVRP-01,6037407900
G16-CVRP-01,6037481711
G16-CVRP-01,6085504802
G16-CVRP-01,6037403600
G15-LCTI-01,6037128302
G15-LCTI-01,6037128303
G15-LCTI-01,6037128400
G15-LCTI-01,6037128500
G15-LCTI-01,6037128601
G15-LCTI-01,6037128602
G15-LCTI-01,6037128702
G15-LCTI-01,6037128801
G15-LCTI-01,6037128802
G15-LCTI-01,6037128910
G16-CVRP-01,6037273700
G16-CVRP-01,6037482201
G16-CVRP-01,6095252103
G16-CVRP-01,6073008356
G15-LCTI-01,6065031703
G15-LCTI-01,6065031702
G15-LCTI-01,6065031501
G15-LCTI-01,6065031402
G15-LCTI-01,6065031701
G15-LCTI-01,6065031502
G15-LCTI-01,6065031100
G15-LCTI-01,6065031001
G15-LCTI-01,6065031401
G15-LCTI-01,6065031200
G16-CVRP-01,6073008509
G16-CVRP-01,6073019808
G17-CVRP-01,6037555103
G17-CVRP-01,6085509500
G17-CVRP-01,6077005209
G17-CVRP-01,6037554600
G17-CVRP-01,6037293302
G17-CVRP-01,6065940800
G17-CVRP-01,6071000818
G17-CVRP-01,6071000108
G17-CVRP-01,6037221401
G17-CVRP-01,6067007417
G16-CVRP-01,6059032056
G18-CVRP-01,6059099412
G16-CVRP-01,6067008008
G16-CVRP-01,6007002500
G16-CVRP-01,6037552302
G16-CVRP-01,6001430900
G16-CVRP-01,6115040303
G16-CVRP-01,6107002304
G16-CVRP-01,6073016804
G16-CVRP-01,6089010900
G16-CVRP-01,6037552700
G16-CVRP-01,6071010420
G14-AQIP-01,6037400206
G16-CVRP-01,6059075815
G16-CVRP-01,6059063005
16-1-04,6037433200
G16-CVRP-01,6037181400
4600011963,6087110700
G16-CVRP-01,6037920028
G16-CVRP-01,6037403312
G16-CVRP-01,6085509902
G16-CVRP-01,6037300501
G16-CVRP-01,6037602504
G16-CVRP-01,6001441924
G16-CVRP-01,6037601002
G16-CVRP-01,6059062631
G16-CVRP-01,6081605200
G16-CVRP-01,6037406500
G16-CVRP-01,6037214000
G15-LCTI-01,6059052410
G15-LCTI-01,6059052416
G14-AQIP-01,6085508602
G15-LCTI-01,6065043274
G15-LCTI-01,6081611100
G15-LCTI-01,6065043276
G15-LCTI-01,6065043278
G15-LCTI-01,6097153501
G15-LCTI-01,6081606200
G15-LCTI-01,6037400404
G15-LCTI-01,6037275302
G17-CVRP-01,6037261200
G17-CVRP-01,6029001802
G15-LCTI-01,6037271702
G15-LCTI-01,6037271701
G15-LCTI-01,6037271802
G15-LCTI-01,6037271801
G15-LCTI-01,6037271400
G15-LCTI-01,6037271300
G15-LCTI-01,6037271600
G15-LCTI-01,6037271500
G15-LCTI-01,6037271902
G15-LCTI-01,6037271901
G17-CVRP-01,6087120400
G17-CVRP-01,6023010502
G18-CVRP-01,6029001901
G18-CVRP-01,6029001802
G18-CVRP-01,6029001600
G18-CVRP-01,6029000503
G18-CVRP-01,6029001801
G18-CVRP-01,6029001700
G18-CVRP-01,6025011803
G18-CVRP-01,6025010400
G18-CVRP-01,6027000100
G18-CVRP-01,6025011900
G16-CVRP-01,6037300400
G16-CVRP-01,6041114100
G16-CVRP-01,6037275603
G16-CVRP-01,6081607900
G16-CVRP-01,6037533804
G16-CVRP-01,6081601800
G16-CVRP-01,6077005207
G16-CVRP-01,6097150202
G16-CVRP-01,6097150202
G16-CVRP-01,6073008337
4600011138,6047001004
4600011138,6047001005
G14-AQIP-01,6019004212
G14-AQIP-01,6019004211
G14-AQIP-01,6037570100
G14-AQIP-01,6001435104
G14-AQIP-01,6083002013
G14-AQIP-01,6083002010
G14-AQIP-01,6083002011
G14-AQIP-01,6019004216
G14-AQIP-01,6019004215
G14-AQIP-01,6019004213
G16-CVRP-01,6059052524
G16-CVRP-01,6013355117
G16-CVRP-01,6067006101
G17-CVRP-01,6071008200
G17-CVRP-01,6059062604
G16-CVRP-01,6037219500
G17-CVRP-01,6001450744
G17-CVRP-01,6061022400
G17-CVRP-01,6037106010
G17-CVRP-01,6037554515
G17-CVRP-01,6095252305
G17-CVRP-01,6037406800
G16-CVRP-01,6109005100
G17-CVRP-01,6085506803
G16-CVRP-01,6079010504
G16-CVRP-01,6067009324
G16-CVRP-01,6059099402
G16-CVRP-01,6067004904
G16-CVRP-01,6013386000
G16-CVRP-01,6065044806
G16-CVRP-01,6097154000
G16-CVRP-01,6037213402
G16-CVRP-01,6017031503
G16-CVRP-01,6059086404
G15-LCTI-03,6019003301
G16-LCTI-03,6019002904
G16-LCTI-03,6019002701
G16-LCTI-03,6019001600
G16-LCTI-03,6019001407
G16-LCTI-03,6019000502
G16-LCTI-03,6019000501
G16-CVRP-01,6085509401
G16-CVRP-01,6073017809
G16-CVRP-01,6037400800
G16-CVRP-01,6097150601
G15-LCTI-01,6037553200
G16-CVRP-01,6067007206
G16-CVRP-01,6037139504
G16-LCTI-03,6019003810
G16-LCTI-03,6019003803
G16-CVRP-01,6037220100
G16-CVRP-01,6085506103
G16-CVRP-01,6067008128
4600012141,6005000101
4600011138,6047000801
G16-CVRP-01,6037577504
G16-CVRP-01,6037128400
G16-CVRP-01,6059062604
G16-CVRP-01,6059099602
G16-CVRP-01,6097153403
G16-CVRP-01,6059032029
G16-CVRP-01,6037430701
G16-CVRP-01,6085507401
G17-CVRP-01,6065043218
G16-CVRP-01,6075035201
G16-CVRP-01,6111008002
G16-CVRP-01,6037480302
G15-LCTI-05,6073008350
G17-Plus-01,6037310601
16-1-04,6037531101
G17-Plus-01,6037310602
G15-LCTI-01,6059042327
G16-CVRP-01,6089012303
G16-CVRP-01,6037621201
G16-CVRP-01,6085510400
G16-CVRP-01,6067008508
G15-LCTI-01,6037123103
G16-CVRP-01,6059063010
G15-LCTI-01,6087110200
G15-LCTI-01,6087121100
G15-LCTI-01,6065043307
G15-LCTI-01,6059063601
G16-CVRP-01,6081602500
G15-LCTI-01,6037197410
G15-LCTI-01,6013346101
G15-LCTI-01,6065030603
G15-LCTI-01,6001407600
G15-LCTI-01,6037432401
G15-LCTI-01,6065043250
G15-LCTI-01,6037400204
G15-LCTI-01,6065042210
G15-LCTI-01,6053014201
G15-LCTI-01,6073013417
G16-CVRP-01,6081611100
G16-CVRP-01,6037403324
G16-CVRP-01,6037701201
G16-CVRP-01,6001450745
G16-CVRP-01,6075025500
G16-CVRP-01,6059099306
G16-CVRP-01,6081610000
G16-CVRP-01,6037554404
G17-Plus-01,6037310702
G16-CVRP-01,6037267501
G16-CVRP-01,6001408000
G16-CVRP-01,6013303201
G16-CVRP-01,6085506802
G16-CVRP-01,6085512313
G16-CVRP-01,6055200803
G16-CVRP-01,6073017031
G16-CVRP-01,6085511704
G16-CVRP-01,6059062639
G16-CVRP-01,6037262301
G16-CVRP-01,6085507500
G16-CVRP-01,6073009505
G17-CVRP-01,6085512052
G17-CVRP-01,6081609201
G17-CVRP-01,6019005907
G17-CVRP-01,6085503121
G17-CVRP-01,6081603000
G17-CVRP-01,6037104204
G17-CVRP-01,6001442302
G17-CVRP-01,6085501700
4600011965,6037574601
4600011965,6037573403
4600011965,6037573300
4600011965,6037573201
4600011965,6037574902
4600011965,6037574901
G17-CVRP-01,6023000400
G17-CVRP-01,6085505009
4600011117,6037408202
G17-HVIP-01 Amendment 1,6037113237
16-1-04,6037531000
G14-AQIP-01,6085503333
G14-AQIP-01,6085503332
G17-CVRP-01,6037195803
G17-CVRP-01,6037195902
G17-CVRP-01,6037195903
G17-CVRP-01,6037197200
G17-CVRP-01,6037197300
G17-CVRP-01,6037197410
G17-CVRP-01,6037197500
G17-CVRP-01,6037197700
G17-CVRP-01,6037199120
G17-CVRP-01,6037199201
G16-CVRP-01,6065041910
G16-CVRP-01,6073020020
G15-LCTI-01,6067008910
G16-CVRP-01,6073008336
G15-LCTI-01,6013321102
G16-CVRP-01,6073017030
G14-AQIP-01,6001441924
G15-LCTI-01,6067004006
G14-AQIP-01,6001441927
G15-LCTI-01,6019005701
G15-LCTI-01,6037300200
G16-CVRP-01,6001450602
G16-CVRP-01,6029003306
G16-CVRP-01,6111005600
G16-CVRP-01,6059032050
G16-CVRP-01,6037463101
G16-CVRP-01,6085502906
G16-CVRP-01,6085508202
G16-CVRP-01,6037137502
G16-CVRP-01,6059063008
G16-CVRP-01,6041106002
4600011139,6019005203
4600011139,6019005204
4600011139,6019005301
