Tract,Disadvantaged Communities,Low-Income Communities,County name
6037197420,Yes,Yes,Los Angeles
6037197500,Yes,No,Kern 
6037197600,Yes,Yes,Sacramento 
6037197700,Yes,Yes,Kern 
6037199000,Yes,Yes,Los Angeles
6037199110,No,Yes,San Joaquin
6037199120,Yes,Yes,San Bernardino
6037199201,Yes,Yes,Kern 
6037199202,Yes,Yes,Contra Costa
6037199300,No,Yes,Los Angeles
6037199400,Yes,Yes,Los Angeles
6037199700,Yes,Yes,San Bernardino
6037199800,Yes,Yes,Orange 
6037199900,Yes,Yes,Los Angeles
6037201110,No,Yes,Los Angeles
6037201120,No,Yes,Los Angeles
6037201200,No,Yes,Madera 
6037201301,No,Yes,Sacramento 
6037201302,No,No,Tulare 
6037201401,No,Yes,Los Angeles
6037201402,Yes,Yes,Kern 
6037201501,Yes,Yes,Tulare 
6037201503,No,Yes,Los Angeles
6037201504,No,Yes,Los Angeles
6037201601,Yes,Yes,Contra Costa
6037201602,No,Yes,Kern 
6037201700,Yes,Yes,Los Angeles
6037203100,Yes,Yes,Tulare 
6037203200,Yes,Yes,Merced 
6037203300,Yes,Yes,Los Angeles
6037203500,Yes,Yes,Alameda 
6037203600,Yes,Yes,Tulare 
6037203710,No,Yes,Riverside 
6037203720,Yes,Yes,Los Angeles
6037203800,No,Yes,Orange 
6037203900,Yes,Yes,Los Angeles
6037204110,No,Yes,San Francisco
6037204120,Yes,Yes,Alameda 
6037204200,Yes,Yes,Los Angeles
6037204300,Yes,Yes,Los Angeles
6037204410,Yes,Yes,Los Angeles
6037204420,Yes,Yes,Kern 
6037204600,Yes,Yes,Santa Clara
6037204700,Yes,Yes,San Francisco
6037204810,Yes,Yes,Los Angeles
6037204820,Yes,Yes,Riverside 
6037204910,Yes,Yes,San Joaquin
6037204920,Yes,Yes,Los Angeles
6037205110,Yes,Yes,Tulare 
6037205120,Yes,Yes,Los Angeles
6037206010,Yes,Yes,Orange 
6037206020,No,No,Madera 
6037206031,Yes,No,Riverside 
6037206032,Yes,Yes,Orange 
6037206050,Yes,Yes,Alameda 
6037206200,Yes,Yes,Los Angeles
6037206300,Yes,Yes,Los Angeles
6037207101,No,Yes,Fresno 
6037207102,Yes,Yes,Ventura 
6037207103,Yes,Yes,Alameda 
6037207301,Yes,Yes,Los Angeles
6037207302,Yes,Yes,Los Angeles
6037207400,Yes,Yes,Sacramento 
6037207501,No,No,Los Angeles
6037207502,No,Yes,San Diego
6037207710,No,No,Los Angeles
6037207900,No,No,Madera 
6037208000,Yes,Yes,Los Angeles
6037208301,Yes,Yes,San Bernardino
6037208302,Yes,Yes,Los Angeles
6037208401,Yes,Yes,Kern 
6037208402,Yes,Yes,Stanislaus 
6037208501,No,Yes,Riverside 
6037208502,Yes,Yes,San Bernardino
6037208610,Yes,Yes,Los Angeles
6037208620,Yes,Yes,San Bernardino
6037208710,No,Yes,Los Angeles
6037208720,Yes,Yes,Los Angeles
6037208801,Yes,Yes,Fresno 
6037208802,Yes,Yes,Los Angeles
6037208902,Yes,Yes,Monterey 
6037208903,Yes,Yes,Riverside 
6037208904,No,Yes,Los Angeles
6037209102,Yes,Yes,San Bernardino
6037209103,Yes,Yes,San Bernardino
6037209104,Yes,Yes,Los Angeles
6037209200,Yes,Yes,Riverside 
6037209300,Yes,Yes,Los Angeles
6037209401,Yes,Yes,San Joaquin
6037209402,Yes,Yes,Ventura 
6037209403,Yes,Yes,Santa Clara
6037209510,No,Yes,Los Angeles
6037209520,Yes,Yes,San Bernardino
6037209810,Yes,Yes,Riverside 
6037209820,Yes,Yes,Merced 
6037210010,Yes,Yes,San Joaquin
6037211000,No,No,San Joaquin
6037211120,No,Yes,Contra Costa
6037211121,No,Yes,San Bernardino
6037211122,Yes,Yes,San Joaquin
6037211201,Yes,Yes,Contra Costa
6037211202,Yes,Yes,San Mateo
6037211310,Yes,Yes,Santa Clara
6037211320,Yes,Yes,San Bernardino
6037211410,No,Yes,Los Angeles
6037211420,Yes,Yes,San Diego
6037211500,No,Yes,San Bernardino
6037211701,No,Yes,Orange 
6037211703,No,Yes,Alameda 
6037211704,No,Yes,Sacramento 
6037211802,No,Yes,Stanislaus 
6037211803,No,Yes,Sacramento 
6037211804,No,Yes,San Bernardino
6037211910,No,Yes,Kern 
6037211921,No,Yes,San Joaquin
6037211922,No,Yes,San Joaquin
6037212101,No,Yes,San Bernardino
6037212102,No,Yes,Riverside 
6037212202,No,Yes,Los Angeles
6037212203,Yes,Yes,Orange 
6037212204,No,Yes,San Diego
6037212303,No,Yes,Kern 
6037212304,Yes,Yes,Los Angeles
6037212305,No,Yes,Merced 
6037212306,No,Yes,Los Angeles
6037212410,No,Yes,Riverside 
6037212420,No,Yes,San Bernardino
6037212501,No,Yes,Los Angeles
6037212502,No,Yes,Contra Costa
6037212610,No,Yes,San Bernardino
6037212620,No,Yes,Imperial 
6037212701,Yes,Yes,Merced 
6037212702,No,No,Los Angeles
6037212800,Yes,Yes,Los Angeles
6037212900,Yes,Yes,San Bernardino
6037213100,Yes,Yes,Los Angeles
6037213201,Yes,Yes,Los Angeles
6037213202,Yes,Yes,Riverside 
6037213310,Yes,Yes,Tulare 
6037213320,Yes,Yes,Los Angeles
6037213401,Yes,Yes,Los Angeles
6037213402,Yes,Yes,Los Angeles
6037214000,No,No,Los Angeles
6037214100,No,No,Riverside 
6037214400,No,No,Alameda 
6037214501,No,No,Los Angeles
6037214502,No,No,Tulare 
6037214503,No,No,Los Angeles
6037214600,No,No,Los Angeles
6037214700,No,No,Los Angeles
6037214800,No,No,San Joaquin
6037214901,No,No,Stanislaus 
6037214902,No,No,Orange 
6037215101,No,Yes,Orange 
6037215102,No,Yes,Fresno 
6037216100,No,No,Los Angeles
6037216200,No,No,Imperial 
6037216300,No,No,San Bernardino
6037216401,No,No,Fresno 
6037216402,No,No,Stanislaus 
6037216700,No,No,Kings 
6037216800,No,No,Kings 
6037216900,Yes,No,Los Angeles
6037217001,No,No,Los Angeles
6037217002,No,No,Riverside 
6037217100,No,No,Riverside 
6037217200,Yes,Yes,Orange 
6037218110,No,Yes,Los Angeles
6037218120,Yes,Yes,Orange 
6037218210,Yes,Yes,Los Angeles
6037218220,No,Yes,Stanislaus 
6037218300,Yes,Yes,Los Angeles
6037218400,Yes,Yes,Los Angeles
6037218500,Yes,Yes,Los Angeles
6037218600,Yes,Yes,Los Angeles
6037218701,No,Yes,Los Angeles
6037218702,Yes,Yes,Sacramento 
6037218800,Yes,Yes,Los Angeles
6037218900,Yes,Yes,Fresno 
6037219010,Yes,Yes,Los Angeles
6037219020,Yes,Yes,Alameda 
6037219300,Yes,Yes,Los Angeles
6037219500,Yes,No,Fresno 
6037219700,Yes,Yes,Santa Clara
6037219800,Yes,Yes,Los Angeles
6037219901,Yes,Yes,San Francisco
6037219902,Yes,Yes,Orange 
6037220000,Yes,Yes,Los Angeles
6037220100,Yes,Yes,Kern 
6037221110,Yes,Yes,Los Angeles
6037221120,Yes,Yes,San Diego
6037221210,Yes,Yes,Los Angeles
6037221220,Yes,Yes,Orange 
6037221302,Yes,Yes,Orange 
6037221303,Yes,Yes,Riverside 
6037221304,Yes,Yes,Tulare 
6037221401,Yes,Yes,San Bernardino
6037221402,No,Yes,Los Angeles
6037221500,Yes,Yes,Los Angeles
6037221601,Yes,Yes,San Bernardino
6037221602,Yes,Yes,San Bernardino
6037221710,Yes,Yes,Riverside 
6037221810,Yes,Yes,Fresno 
6037221820,Yes,Yes,Stanislaus 
6037221900,Yes,Yes,Los Angeles
6037222001,Yes,Yes,Merced 
6037222002,Yes,Yes,Stanislaus 
6037222100,Yes,Yes,San Bernardino
6037222200,Yes,Yes,San Joaquin
6037222500,Yes,Yes,Los Angeles
6037222600,Yes,Yes,Los Angeles
6037222700,No,Yes,San Joaquin
6037224010,Yes,Yes,Los Angeles
6037224020,Yes,Yes,Los Angeles
6037224200,Yes,Yes,Orange 
6037224310,Yes,Yes,Los Angeles
6037224320,Yes,Yes,Los Angeles
6037224410,Yes,Yes,Los Angeles
6037224420,Yes,Yes,Riverside 
6037224600,Yes,Yes,Los Angeles
6037224700,Yes,Yes,Los Angeles
6037226001,Yes,Yes,Los Angeles
6037226002,Yes,Yes,Sacramento 
6037226410,Yes,Yes,Alameda 
6037226420,Yes,Yes,Los Angeles
6037226700,Yes,Yes,Los Angeles
6037227010,Yes,Yes,San Diego
6037227020,Yes,Yes,San Bernardino
6037228100,Yes,Yes,Kern 
6037228210,Yes,Yes,Los Angeles
6037228220,Yes,Yes,Los Angeles
6037228310,Yes,Yes,Imperial 
6037228320,Yes,Yes,San Bernardino
6037228410,Yes,Yes,San Bernardino
6037228420,Yes,Yes,Los Angeles
6037228500,Yes,Yes,Los Angeles
6037228600,Yes,Yes,Los Angeles
6037228710,Yes,Yes,Los Angeles
6037228720,Yes,Yes,San Francisco
6037228800,Yes,Yes,San Joaquin
6037228900,Yes,Yes,Los Angeles
6037229100,Yes,Yes,San Diego
6037229200,Yes,Yes,Los Angeles
6037229300,Yes,Yes,Los Angeles
6037229410,Yes,Yes,Orange 
6037229420,Yes,Yes,Orange 
6037231100,Yes,Yes,San Bernardino
6037231210,Yes,Yes,Los Angeles
6037231220,Yes,Yes,Contra Costa
6037231300,Yes,Yes,Los Angeles
6037231400,Yes,Yes,Santa Cruz
6037231500,Yes,Yes,Riverside 
6037231600,Yes,Yes,Los Angeles
6037231710,Yes,Yes,Riverside 
6037231720,Yes,Yes,Contra Costa
6037231800,Yes,Yes,Orange 
6037231900,Yes,Yes,Los Angeles
6037232110,Yes,Yes,Sacramento 
6037232120,Yes,Yes,Solano 
6037232200,Yes,Yes,Alameda 
6037232300,Yes,Yes,Kern 
6037232400,Yes,Yes,Contra Costa
6037232500,Yes,Yes,San Bernardino
6037232600,Yes,Yes,Riverside 
6037232700,Yes,Yes,Riverside 
6037232800,Yes,Yes,Sonoma 
6037234000,Yes,Yes,Los Angeles
6037234200,Yes,Yes,Tulare 
6037234300,Yes,Yes,Kern 
6037234501,Yes,Yes,Los Angeles
6037234502,No,Yes,Los Angeles
6037234600,Yes,Yes,Los Angeles
6037234700,Yes,Yes,Fresno 
6037234800,Yes,Yes,Orange 
6037234901,Yes,Yes,San Bernardino
6037234902,Yes,Yes,Los Angeles
6037235100,No,No,Los Angeles
6037235201,Yes,Yes,Los Angeles
6037235202,Yes,Yes,Los Angeles
6037236000,No,No,Los Angeles
6037236100,Yes,Yes,Madera 
6037236202,Yes,Yes,San Diego
6037236203,Yes,Yes,Los Angeles
6037236204,Yes,Yes,Tulare 
6037236400,No,No,Kern 
6037237101,Yes,Yes,Los Angeles
6037237102,Yes,Yes,Los Angeles
6037237201,Yes,Yes,San Diego
6037237202,Yes,Yes,San Bernardino
6037237300,Yes,Yes,Alameda 
6037237401,Yes,Yes,Alameda 
6037237402,Yes,Yes,Stanislaus 
6037237500,Yes,Yes,Orange 
6037237600,Yes,Yes,San Diego
6037237710,Yes,Yes,Orange 
6037237720,Yes,Yes,Alameda 
6037237800,Yes,Yes,Los Angeles
6037237900,Yes,Yes,Kings 
6037238000,Yes,Yes,San Bernardino
6037238100,Yes,Yes,San Mateo
6037238200,Yes,Yes,San Joaquin
6037238310,Yes,Yes,Riverside 
6037238320,Yes,Yes,Los Angeles
6037238400,Yes,Yes,Solano 
6037239201,Yes,Yes,Orange 
6037239202,Yes,Yes,Tulare 
6037239310,Yes,Yes,San Bernardino
6037239320,Yes,Yes,Monterey 
6037239330,Yes,Yes,Los Angeles
6037239501,Yes,Yes,Los Angeles
6037239502,Yes,Yes,Los Angeles
6037239601,Yes,Yes,Los Angeles
6037239602,Yes,Yes,Los Angeles
6037239701,Yes,Yes,San Bernardino
6037239702,Yes,Yes,Los Angeles
6037239801,Yes,Yes,San Diego
6037239802,Yes,Yes,Stanislaus 
6037240010,Yes,Yes,Merced 
6037240020,Yes,Yes,San Joaquin
6037240200,Yes,Yes,Riverside 
6037240300,Yes,Yes,San Joaquin
6037240401,Yes,Yes,Los Angeles
6037240402,Yes,Yes,Los Angeles
6037240500,Yes,Yes,Los Angeles
6037240600,Yes,Yes,Fresno 
6037240700,Yes,Yes,Los Angeles
6037240800,Yes,Yes,Los Angeles
6037240900,Yes,Yes,Fresno 
6037241001,Yes,Yes,Orange 
6037241002,Yes,Yes,Los Angeles
6037241110,Yes,Yes,Los Angeles
6037241120,Yes,Yes,Riverside 
6037241201,Yes,Yes,Alameda 
6037241202,Yes,Yes,Los Angeles
6037241300,Yes,Yes,Kern 
6037241400,Yes,Yes,Los Angeles
6037242000,Yes,Yes,San Bernardino
6037242100,Yes,Yes,Los Angeles
6037242200,Yes,Yes,Riverside 
6037242300,Yes,Yes,Riverside 
6037242600,Yes,Yes,Stanislaus 
6037242700,Yes,Yes,Los Angeles
6037243000,Yes,Yes,San Bernardino
6037243100,Yes,Yes,San Diego
6037261101,No,No,San Mateo
6037261102,No,No,Alameda 
6037261200,No,No,Stanislaus 
6037262100,No,No,Los Angeles
6037262200,No,No,Los Angeles
6037262301,No,No,Los Angeles
6037262302,No,No,San Diego
6037262303,No,No,Los Angeles
6037262400,No,No,Orange 
6037262501,No,No,Tulare 
6037262601,No,No,Los Angeles
6037262604,No,No,Madera 
6037262704,No,No,Los Angeles
6037262706,No,No,Los Angeles
6037262802,No,No,Los Angeles
6037264000,No,No,Riverside 
6037264102,No,No,Los Angeles
6037264103,No,No,Sacramento 
6037264301,No,No,Los Angeles
6037264302,No,No,Los Angeles
6037265100,No,No,Los Angeles
6037265201,No,No,Sacramento 
6037265202,No,No,Kings 
6037265301,No,No,Los Angeles
6037265303,No,Yes,Orange 
6037265304,No,Yes,Santa Clara
6037265305,No,Yes,Fresno 
6037265410,No,No,Madera 
6037265420,No,No,San Francisco
6037265510,No,Yes,Contra Costa
6037265520,No,No,Imperial 
6037265601,No,No,Sutter 
6037265602,No,No,Sacramento 
6037265700,No,No,Los Angeles
6037267100,No,No,Riverside 
6037267200,No,No,Los Angeles
6037267300,No,Yes,Los Angeles
6037267402,No,No,Los Angeles
6037267403,No,No,San Bernardino
6037267404,No,No,Los Angeles
6037267501,No,No,Stanislaus 
6037267502,No,No,Kings 
6037267600,No,No,Los Angeles
6037267700,No,No,Los Angeles
6037267800,No,No,Stanislaus 
6037267901,No,No,Merced 
6037267902,No,No,Los Angeles
6037269000,No,No,Los Angeles
6037269100,No,No,Tulare 
6037269300,No,No,Los Angeles
6037269500,No,No,Monterey 
6037269601,Yes,Yes,Sacramento 
6037269602,No,Yes,San Bernardino
6037269700,Yes,No,Riverside 
6037269800,No,Yes,San Bernardino
6037269903,No,No,Orange 
6037269904,No,Yes,Contra Costa
6037269905,No,Yes,Los Angeles
6037269906,No,No,San Joaquin
6037269907,No,No,Los Angeles
6037270100,Yes,Yes,Los Angeles
6037270200,No,Yes,Santa Clara
6037270300,Yes,Yes,Contra Costa
6037271100,No,No,Stanislaus 
6037271200,No,No,Los Angeles
6037271300,No,No,San Joaquin
6037271400,No,No,San Bernardino
6037271500,No,No,Santa Clara
6037271600,No,No,Solano 
6037271701,No,No,San Bernardino
6037271702,No,No,San Diego
6037271801,No,No,Los Angeles
6037271802,No,No,Los Angeles
6037271901,No,No,Los Angeles
6037271902,No,No,Imperial 
6037272100,No,No,Kern 
6037272201,No,No,Los Angeles
6037272202,No,No,Los Angeles
6037272301,No,No,San Joaquin
6037272302,No,Yes,Los Angeles
6037273100,No,No,Kern 
6037273200,No,No,Solano 
6037273300,No,No,Los Angeles
6037273402,No,No,San Bernardino
6037273502,No,No,Kern 
6037273600,No,No,Los Angeles
6037273700,No,No,Los Angeles
6037273800,No,No,Orange 
6037273902,No,No,Sacramento 
6037274100,No,No,Los Angeles
6037274202,No,No,Los Angeles
6037275101,No,No,Riverside 
6037275102,No,Yes,Los Angeles
6037275200,No,Yes,Orange 
6037275302,No,No,Fresno 
6037275311,No,No,San Joaquin
6037275400,No,No,Los Angeles
6037275500,No,Yes,Orange 
6037275602,No,No,San Diego
6037275603,No,No,Riverside 
6037276000,No,No,Santa Clara
6037276100,No,No,Santa Barbara
6037276400,No,No,Los Angeles
6037276500,No,No,Los Angeles
6037276601,No,No,Riverside 
6037276603,No,No,Los Angeles
6037276604,No,No,Los Angeles
6037277000,No,No,Alameda 
6037277100,No,No,Riverside 
6037277200,Yes,Yes,Santa Clara
6037277400,Yes,Yes,Los Angeles
6037278001,No,No,Riverside 
6037278102,No,No,Alameda 
6037291110,Yes,Yes,San Joaquin
6037291120,Yes,Yes,Los Angeles
6037291130,Yes,Yes,Merced 
6037291210,Yes,Yes,Los Angeles
6037291220,Yes,Yes,Los Angeles
6037291300,Yes,No,Los Angeles
6037292000,Yes,Yes,Merced 
6037293201,No,Yes,Los Angeles
6037293202,Yes,Yes,Los Angeles
6037293301,No,No,San Diego
6037293302,No,Yes,San Joaquin
6037293304,No,Yes,Los Angeles
6037293306,No,No,Tulare 
6037293307,Yes,Yes,Los Angeles
6037294110,Yes,Yes,Los Angeles
6037294120,Yes,Yes,Orange 
6037294200,Yes,Yes,Los Angeles
6037294301,Yes,No,Sacramento 
6037294302,Yes,Yes,Tulare 
6037294410,Yes,Yes,Santa Clara
6037294421,Yes,Yes,Los Angeles
6037294510,Yes,Yes,Napa 
6037294520,Yes,Yes,Los Angeles
6037294610,Yes,Yes,Orange 
6037294620,Yes,Yes,Los Angeles
6037294701,Yes,Yes,Los Angeles
6037294810,Yes,Yes,Orange 
6037294820,Yes,Yes,Riverside 
6037294830,Yes,Yes,Los Angeles
6037294900,Yes,Yes,San Diego
6037295103,No,No,Riverside 
6037296210,Yes,Yes,Sacramento 
6037296220,Yes,Yes,Contra Costa
6037296300,No,No,Orange 
6037296401,No,No,Los Angeles
6037296402,No,No,Los Angeles
6037296500,Yes,Yes,Los Angeles
6037296600,Yes,Yes,Los Angeles
6037296901,Yes,Yes,San Joaquin
6037296902,Yes,No,Los Angeles
6037297000,No,No,Los Angeles
6037297110,Yes,Yes,Riverside 
6037297120,Yes,Yes,Los Angeles
6037297201,Yes,Yes,Kern 
6037297202,No,No,Los Angeles
6037297300,No,No,San Benito
6037297400,No,No,Los Angeles
6037297500,No,No,Riverside 
6037297601,No,No,Los Angeles
6037297602,No,No,Tulare 
6037300100,No,No,Orange 
6037300200,No,No,Los Angeles
6037300301,No,No,San Diego
6037300400,No,No,Los Angeles
6037300501,No,No,Orange 
6037300502,No,No,San Diego
6037300600,No,Yes,Orange 
6037300701,No,No,Los Angeles
6037300702,No,No,Napa 
6037300800,No,No,Sutter 
6037300901,No,No,Contra Costa
6037300902,No,No,Imperial 
6037301000,No,Yes,Los Angeles
6037301100,No,No,San Bernardino
6037301203,No,No,Los Angeles
6037301204,No,Yes,Alameda 
6037301205,No,No,Los Angeles
6037301206,No,Yes,San Bernardino
6037301300,No,No,Los Angeles
6037301400,No,No,Merced 
6037301501,No,No,Tulare 
6037301502,Yes,Yes,Tulare 
6037301601,Yes,Yes,Santa Clara
6037301602,Yes,Yes,Fresno 
6037301701,Yes,No,Sacramento 
6037301702,Yes,Yes,San Bernardino
6037301801,Yes,Yes,Los Angeles
6037301802,Yes,Yes,Santa Clara
6037301900,Yes,Yes,Los Angeles
6037302002,Yes,Yes,Los Angeles
6037302003,Yes,Yes,Fresno 
6037302004,Yes,Yes,Fresno 
6037302102,Yes,Yes,Kern 
6037302103,Yes,Yes,Riverside 
6037302104,Yes,Yes,San Diego
6037302201,Yes,Yes,Fresno 
6037302202,Yes,Yes,Los Angeles
6037302301,Yes,Yes,Sacramento 
6037302302,Yes,Yes,Riverside 
6037302401,Yes,Yes,Contra Costa
6037302503,Yes,Yes,San Joaquin
6037302504,Yes,Yes,Los Angeles
6037302505,Yes,Yes,San Bernardino
6037302506,Yes,Yes,Riverside 
6037310100,No,No,Riverside 
6037310201,No,Yes,Los Angeles
6037310202,No,No,San Bernardino
6037310300,No,No,Los Angeles
6037310400,No,No,Alameda 
6037310501,Yes,Yes,Tulare 
6037310601,Yes,Yes,Sacramento 
6037310602,No,No,Butte 
6037310701,Yes,Yes,San Joaquin
6037310702,No,Yes,Los Angeles
6037310703,Yes,Yes,Los Angeles
6037310800,Yes,No,Sacramento 
6037310900,No,No,Sacramento 
6037311000,No,No,Los Angeles
6037311100,No,No,Fresno 
6037311200,No,Yes,Los Angeles
6037311300,No,No,San Joaquin
6037311400,No,No,San Joaquin
6037311500,No,No,San Bernardino
6037311600,No,No,Los Angeles
6037311700,No,No,San Francisco
6037311801,Yes,Yes,Stanislaus 
6037311802,Yes,Yes,Los Angeles
6037320000,Yes,No,Orange 
6037320100,No,Yes,Stanislaus 
6037320201,Yes,Yes,Madera 
6037320202,No,Yes,Orange 
6037320300,Yes,Yes,Imperial 
6037400204,No,No,Fresno 
6037400205,No,No,San Bernardino
6037400206,No,No,Orange 
6037400207,No,No,San Bernardino
6037400302,No,No,San Bernardino
6037400304,No,No,Los Angeles
6037400402,No,No,Fresno 
6037400403,No,No,Los Angeles
6037400404,No,No,Tulare 
6037400501,No,No,Contra Costa
6037400602,No,Yes,Imperial 
6037400603,No,No,San Bernardino
6037400604,No,No,Los Angeles
6037400800,No,Yes,Santa Clara
6037400900,No,No,Los Angeles
6037401001,No,No,Los Angeles
6037401002,No,No,Sacramento 
6037401101,No,Yes,Los Angeles
6037401102,No,Yes,Los Angeles
6037401201,No,No,Los Angeles
6037401202,No,No,San Bernardino
6037401203,No,No,Los Angeles
6037401303,No,No,Los Angeles
6037401304,No,No,Los Angeles
6037401311,No,No,Riverside 
6037401312,No,No,Los Angeles
6037401500,No,Yes,San Bernardino
6037401601,No,Yes,Sacramento 
6037401602,No,No,San Bernardino
6037401603,No,Yes,San Bernardino
6037401701,No,No,Tehama 
6037401703,No,Yes,Stanislaus 
6037401704,No,Yes,Los Angeles
6037401800,No,No,Riverside 
6037401901,No,Yes,Los Angeles
6037401902,No,No,Contra Costa
6037402001,No,Yes,Riverside 
6037402002,No,No,Los Angeles
6037402101,Yes,Yes,Los Angeles
6037402102,Yes,Yes,San Diego
6037402200,Yes,Yes,Sacramento 
6037402301,Yes,Yes,San Mateo
6037402303,Yes,Yes,Sacramento 
6037402304,Yes,Yes,Los Angeles
6037402402,Yes,Yes,Los Angeles
6037402403,Yes,Yes,San Bernardino
6037402404,Yes,No,San Bernardino
6037402405,Yes,Yes,Los Angeles
6037402406,Yes,Yes,Los Angeles
6037402501,Yes,Yes,Alameda 
6037402502,Yes,Yes,Los Angeles
6037402600,Yes,Yes,Ventura 
6037402702,Yes,Yes,Orange 
6037402703,No,Yes,Sacramento 
6037402705,No,Yes,Butte 
6037402706,Yes,Yes,San Diego
6037402801,Yes,Yes,San Mateo
6037402803,Yes,Yes,Los Angeles
6037402804,Yes,Yes,Sonoma 
6037402902,Yes,Yes,Sacramento 
6037402903,Yes,Yes,San Bernardino
6037402904,Yes,Yes,Los Angeles
6037403000,Yes,Yes,San Bernardino
6037403200,No,No,Los Angeles
6037403303,No,No,Orange 
6037403304,No,No,Imperial 
6037403305,No,No,Orange 
6037403312,No,No,Contra Costa
6037403316,No,No,Riverside 
6037403317,No,No,Alameda 
6037403318,No,No,Los Angeles
6037403319,No,No,Monterey 
6037403320,No,No,Sacramento 
6037403321,No,No,Alameda 
6037403322,No,No,Orange 
6037403323,No,No,Los Angeles
6037403324,No,No,Butte 
6037403325,No,No,San Bernardino
6037403401,No,No,San Joaquin
6037403402,No,No,Los Angeles
6037403403,No,No,Los Angeles
6037403404,No,No,Tulare 
6037403405,No,No,Stanislaus 
6037403406,No,No,Los Angeles
6037403407,No,No,Monterey 
6037403408,No,No,Los Angeles
6037403500,No,No,Orange 
6037403600,No,No,Los Angeles
6037403702,No,No,Sacramento 
6037403703,No,No,Orange 
6037403721,No,No,Los Angeles
6037403722,No,Yes,Los Angeles
6037403801,No,No,Orange 
6037403802,No,Yes,Tulare 
6037403901,No,No,Imperial 
6037403902,No,No,Tulare 
6037404000,No,Yes,Riverside 
6037404100,No,Yes,Los Angeles
6037404201,Yes,Yes,Los Angeles
6037404202,No,Yes,Los Angeles
6037404301,Yes,Yes,Alameda 
6037404302,No,Yes,San Joaquin
6037404401,Yes,Yes,Kern 
6037404402,Yes,Yes,Riverside 
6037404501,No,Yes,Los Angeles
6037404503,No,No,San Bernardino
6037404504,No,Yes,Fresno 
6037404600,Yes,Yes,Tulare 
6037404701,Yes,Yes,Sacramento 
6037404702,Yes,Yes,Los Angeles
6037404703,Yes,Yes,Ventura 
6037404801,Yes,Yes,San Diego
6037404802,Yes,Yes,Los Angeles
6037404803,Yes,Yes,Orange 
6037404901,Yes,No,Kern 
6037404902,Yes,Yes,San Bernardino
6037404903,No,Yes,Los Angeles
6037405001,Yes,Yes,Riverside 
6037405002,Yes,Yes,Riverside 
6037405101,Yes,Yes,Riverside 
6037405102,Yes,Yes,Los Angeles
6037405201,Yes,Yes,Fresno 
6037405202,Yes,Yes,Los Angeles
6037405203,Yes,Yes,Los Angeles
6037405301,No,Yes,Los Angeles
6037405302,Yes,Yes,Los Angeles
6037405400,No,No,Los Angeles
6037405500,No,No,Riverside 
6037405600,No,No,Tulare 
6037405701,No,No,San Bernardino
6037405702,No,Yes,Sacramento 
6037405800,No,Yes,San Benito
6037405900,No,No,Los Angeles
6037406000,No,No,Riverside 
6037406101,No,No,Alameda 
6037406102,No,Yes,Fresno 
6037406200,Yes,Yes,Nevada 
6037406300,No,No,San Bernardino
6037406402,No,No,Riverside 
6037406411,No,No,Los Angeles
6037406412,No,No,Los Angeles
6037406500,No,No,San Bernardino
6037406601,No,No,Sonoma 
6037406602,No,No,Fresno 
6037406701,No,Yes,Alameda 
6037406702,Yes,Yes,Los Angeles
6037406800,Yes,No,Los Angeles
6037406901,No,Yes,Los Angeles
6037406902,No,No,Monterey 
6037407001,Yes,Yes,Los Angeles
6037407002,Yes,Yes,Los Angeles
6037407101,No,Yes,San Bernardino
6037407102,Yes,Yes,Los Angeles
6037407200,Yes,Yes,Stanislaus 
6037407301,No,Yes,Los Angeles
6037407302,Yes,Yes,Merced 
6037407400,No,No,Los Angeles
6037407501,No,Yes,Tulare 
6037407502,No,Yes,Los Angeles
6037407601,Yes,Yes,Los Angeles
6037407602,Yes,Yes,Los Angeles
6037407701,Yes,Yes,Los Angeles
6037407702,Yes,Yes,Los Angeles
6037407801,Yes,Yes,Yuba 
6037407802,Yes,Yes,Los Angeles
6037407900,Yes,No,Riverside 
6037408003,No,No,Alameda 
6037408004,No,Yes,Los Angeles
6037408005,No,No,San Bernardino
6037408006,No,Yes,Solano 
6037408133,Yes,Yes,San Francisco
6037408134,No,No,Kings 
6037408135,No,No,Fresno 
6037408136,No,Yes,Sacramento 
6037408137,No,Yes,San Diego
6037408138,Yes,Yes,Orange 
6037408139,Yes,Yes,Los Angeles
6037408140,Yes,Yes,San Bernardino
6037408141,No,Yes,Los Angeles
6037408202,Yes,Yes,Los Angeles
6037408211,No,Yes,Alameda 
6037408212,No,Yes,Riverside 
6037408301,Yes,Yes,Los Angeles
6037408302,Yes,No,San Mateo
6037408303,No,No,Los Angeles
6037408401,Yes,Yes,Los Angeles
6037408402,No,No,Orange 
6037408501,Yes,Yes,Los Angeles
6037408503,No,No,Riverside 
6037408504,No,No,Sacramento 
6037408505,No,No,Los Angeles
6037408623,Yes,No,Los Angeles
6037408624,No,No,Ventura 
6037408625,No,No,Los Angeles
6037408626,No,Yes,Los Angeles
6037408627,No,No,Los Angeles
6037408628,No,No,Marin 
6037408629,No,No,San Bernardino
6037408630,Yes,Yes,Los Angeles
6037408631,Yes,Yes,Santa Clara
6037408703,No,No,Los Angeles
6037408704,No,Yes,Alameda 
6037408705,No,Yes,Los Angeles
6037408706,No,No,Los Angeles
6037408722,No,No,Los Angeles
