Tract,Disadvantaged Communities,Low-Income Communities,County name
6057000104,No,Yes,Los Angeles
6057000105,No,Yes,Santa Clara
6057000200,No,No,Imperial 
6057000300,No,No,Tulare 
6057000401,No,No,Los Angeles
6057000402,No,No,Los Angeles
6057000501,No,Yes,San Diego
6057000502,No,Yes,Los Angeles
6057000600,No,Yes,Los Angeles
6057000701,No,No,Ventura 
6057000702,No,No,Sutter 
6057000801,No,No,Los Angeles
6057000802,No,No,Los Angeles
6057000900,No,Yes,Alameda 
6057001203,No,No,Los Angeles
6057001204,No,No,Orange 
6057001205,No,No,Los Angeles
6057001206,No,No,Sacramento 
6059001101,No,No,Los Angeles
6059001102,No,No,Solano 
6059001103,No,Yes,Santa Clara
6059001201,Yes,Yes,Santa Clara
6059001202,Yes,Yes,Riverside 
6059001301,No,No,San Diego
6059001303,No,Yes,Contra Costa
6059001304,Yes,Yes,Los Angeles
6059001401,No,Yes,Los Angeles
6059001402,Yes,Yes,Alameda 
6059001403,No,No,Riverside 
6059001404,Yes,Yes,Alameda 
6059001501,No,No,Los Angeles
6059001503,No,No,Tulare 
6059001504,No,No,Los Angeles
6059001505,No,No,San Bernardino
6059001506,No,No,Sonoma 
6059001507,No,No,Los Angeles
6059001601,No,No,Orange 
6059001602,No,No,Sonoma 
6059001704,No,No,Santa Clara
6059001705,No,No,Riverside 
6059001706,No,No,Colusa 
6059001707,No,No,Los Angeles
6059001708,No,No,Contra Costa
6059001801,Yes,Yes,Los Angeles
6059001802,Yes,Yes,Sacramento 
6059001901,No,No,Los Angeles
6059001902,No,Yes,Orange 
6059001903,No,Yes,Los Angeles
6059011000,No,Yes,Riverside 
6059011101,No,Yes,Orange 
6059011102,No,Yes,Kern 
6059011200,No,Yes,Sacramento 
6059011300,No,No,San Diego
6059011401,No,No,Yuba 
6059011402,No,No,Santa Clara
6059011403,Yes,Yes,Contra Costa
6059011502,Yes,Yes,Tehama 
6059011503,No,No,Orange 
6059011504,No,Yes,Shasta 
6059011601,Yes,Yes,San Diego
6059011602,Yes,Yes,Tulare 
6059011707,No,No,San Joaquin
6059011708,No,Yes,Lake 
6059011709,No,No,Orange 
6059011710,No,No,Sonoma 
6059011711,No,Yes,Riverside 
6059011712,No,No,Los Angeles
6059011714,Yes,No,Riverside 
6059011715,No,No,San Francisco
6059011716,No,No,Sacramento 
6059011717,No,No,San Diego
6059011718,No,No,San Diego
6059011720,Yes,Yes,Riverside 
6059011721,Yes,Yes,Sacramento 
6059011722,No,Yes,Sacramento 
6059021802,No,Yes,Tehama 
6059021807,No,No,Contra Costa
6059021809,No,No,San Francisco
6059021810,No,No,Orange 
6059021812,No,No,San Benito
6059021813,Yes,No,Ventura 
6059021814,No,No,San Bernardino
6059021815,No,No,Sonoma 
6059021816,No,No,San Diego
6059021817,No,No,Orange 
6059021820,No,No,Sacramento 
6059021821,No,No,San Diego
6059021822,No,No,Santa Clara
6059021823,No,No,San Mateo
6059021824,No,No,Santa Clara
6059021825,No,No,San Joaquin
6059021826,No,Yes,Sacramento 
6059021827,No,No,Orange 
6059021828,No,No,Alameda 
6059021829,No,No,San Bernardino
6059021830,No,No,San Diego
6059021903,No,No,Solano 
6059021905,No,No,Orange 
6059021912,No,No,Orange 
6059021913,No,Yes,Alameda 
6059021914,No,No,Sacramento 
6059021915,No,No,Orange 
6059021916,No,No,Alameda 
6059021917,No,No,San Bernardino
6059021918,No,No,Alameda 
6059021919,No,No,Santa Barbara
6059021920,No,No,Sacramento 
6059021921,No,No,Los Angeles
6059021922,No,No,Los Angeles
6059021923,No,No,Los Angeles
6059021924,No,No,Los Angeles
6059032002,No,No,Los Angeles
6059032003,No,No,Alameda 
6059032011,No,No,Los Angeles
6059032012,No,No,Orange 
6059032013,No,No,Los Angeles
6059032014,No,Yes,Los Angeles
6059032015,No,No,Los Angeles
6059032020,No,No,San Mateo
6059032022,No,Yes,Amador 
6059032023,No,No,Los Angeles
6059032027,No,No,Yolo 
6059032028,No,No,Los Angeles
6059032029,No,No,Sacramento 
6059032030,No,No,Ventura 
6059032031,No,No,Riverside 
6059032032,No,No,Los Angeles
6059032033,No,No,Los Angeles
6059032034,No,No,Los Angeles
6059032035,No,No,Los Angeles
6059032036,No,No,Los Angeles
6059032037,No,No,San Diego
6059032038,No,No,Riverside 
6059032039,No,No,Orange 
6059032040,No,No,Contra Costa
6059032041,No,No,Ventura 
6059032042,No,No,Contra Costa
6059032043,No,No,Solano 
6059032044,No,No,Alameda 
6059032045,No,No,Los Angeles
6059032046,No,No,Los Angeles
6059032047,No,No,San Diego
6059032048,No,No,Los Angeles
6059032049,No,No,San Diego
6059032050,No,No,Monterey 
6059032051,No,Yes,San Bernardino
6059032053,No,No,San Diego
6059032054,No,No,Ventura 
6059032055,No,No,San Francisco
6059032056,No,No,Orange 
6059032057,No,No,Los Angeles
6059032058,No,No,Monterey 
6059032059,No,No,Orange 
6059032061,No,No,Santa Barbara
6059042103,No,No,Fresno 
6059042106,No,No,Los Angeles
6059042107,No,Yes,Kern 
6059042108,No,No,Los Angeles
6059042109,No,No,Solano 
6059042111,No,No,Tehama 
6059042112,No,No,Santa Barbara
6059042113,No,No,Los Angeles
6059042114,No,No,Riverside 
6059042201,No,Yes,Sacramento 
6059042203,No,No,Riverside 
6059042205,No,No,Los Angeles
6059042206,No,No,Sacramento 
6059042305,No,No,Alameda 
6059042307,No,No,San Mateo
6059042310,No,Yes,Orange 
6059042311,No,No,Los Angeles
6059042312,No,Yes,Alameda 
6059042313,No,No,Los Angeles
6059042315,No,No,Los Angeles
6059042317,No,No,Ventura 
6059042319,No,No,Santa Clara
6059042320,No,No,Santa Clara
6059042323,No,No,Sacramento 
6059042324,No,No,San Diego
6059042325,No,No,San Bernardino
6059042326,No,No,Monterey 
6059042327,No,No,Los Angeles
6059042328,No,No,Los Angeles
6059042329,No,No,San Diego
6059042330,No,No,Contra Costa
6059042331,No,No,Santa Clara
6059042332,No,No,Riverside 
6059042333,No,No,Riverside 
6059042334,No,No,Sacramento 
6059042335,No,No,Los Angeles
6059042336,No,No,Santa Clara
6059042337,No,No,Kern 
6059042338,No,No,Los Angeles
6059042339,No,No,Los Angeles
6059052404,Yes,No,San Diego
6059052408,No,No,San Diego
6059052410,No,Yes,Riverside 
6059052411,No,No,Ventura 
6059052415,No,No,Los Angeles
6059052416,No,No,Los Angeles
6059052417,No,No,Orange 
6059052418,No,No,Orange 
6059052419,No,No,San Mateo
6059052420,No,No,Los Angeles
6059052421,No,No,Orange 
6059052422,No,No,Ventura 
6059052423,No,No,Mendocino 
6059052424,No,No,San Joaquin
6059052425,No,No,San Diego
6059052426,No,No,San Francisco
6059052427,No,No,Los Angeles
6059052428,No,No,Orange 
6059052502,No,No,Kern 
6059052505,No,No,San Mateo
6059052506,No,No,Los Angeles
6059052511,No,No,Kern 
6059052513,No,No,Alameda 
6059052514,No,No,Riverside 
6059052515,No,No,San Bernardino
6059052517,No,No,Los Angeles
6059052518,No,No,San Bernardino
6059052519,No,No,Los Angeles
6059052520,No,No,Orange 
6059052521,No,No,Shasta 
6059052522,No,No,Los Angeles
6059052523,No,No,Los Angeles
6059052524,No,No,Tuolumne 
6059052525,No,No,Los Angeles
6059052526,No,No,Fresno 
6059052527,No,No,Alameda 
6059052528,No,No,Los Angeles
6059062604,No,No,Orange 
6059062605,No,No,Los Angeles
6059062610,No,No,Monterey 
6059062611,No,Yes,San Diego
6059062612,No,No,Alameda 
6059062614,No,Yes,San Diego
6059062619,No,No,Orange 
6059062620,No,No,Alameda 
6059062621,No,No,San Diego
6059062622,No,Yes,San Diego
6059062625,No,Yes,Los Angeles
6059062626,No,Yes,Los Angeles
6059062627,No,Yes,Los Angeles
6059062628,No,No,San Francisco
6059062629,No,No,Tulare 
6059062630,No,No,Sacramento 
6059062631,No,No,Los Angeles
6059062632,No,No,Sacramento 
6059062633,No,No,San Joaquin
6059062634,No,No,San Diego
6059062635,No,No,San Diego
6059062636,No,No,Orange 
6059062637,No,No,Sacramento 
6059062638,No,No,Humboldt 
6059062639,No,No,Tuolumne 
6059062640,No,No,Los Angeles
6059062641,No,No,Tehama 
6059062642,No,No,San Diego
6059062643,No,No,Stanislaus 
6059062644,No,No,San Diego
6059062645,No,No,Riverside 
6059062646,No,Yes,Los Angeles
6059062647,No,Yes,Sacramento 
6059062648,No,Yes,Butte 
6059062649,No,Yes,Los Angeles
6059062701,No,No,Kern 
6059062702,No,No,Ventura 
6059062800,No,No,Los Angeles
6059062900,No,No,Alameda 
6059063004,No,No,Santa Clara
6059063005,No,No,Riverside 
6059063006,No,No,San Diego
6059063007,No,No,Los Angeles
6059063008,No,No,Solano 
6059063009,No,No,Orange 
6059063010,No,No,Sacramento 
6059063101,No,No,Contra Costa
6059063102,No,No,San Bernardino
6059063103,No,No,Los Angeles
6059063201,No,No,Los Angeles
6059063202,No,No,Los Angeles
6059063301,No,No,Los Angeles
6059063302,No,No,Santa Clara
6059063400,No,No,Los Angeles
6059063500,No,No,Orange 
6059063601,No,No,Sacramento 
6059063603,No,No,Ventura 
6059063604,Yes,Yes,Contra Costa
6059063605,Yes,Yes,San Bernardino
6059063701,No,Yes,Los Angeles
6059063702,No,Yes,Contra Costa
6059063802,No,Yes,Humboldt 
6059063803,No,No,Riverside 
6059063805,No,No,Lake 
6059063806,No,No,Marin 
6059063807,No,Yes,Santa Clara
6059063808,No,Yes,San Francisco
6059063902,No,Yes,Los Angeles
6059063903,No,No,Alameda 
6059063904,No,No,Orange 
6059063905,No,No,San Diego
6059063906,No,Yes,Los Angeles
6059063907,No,No,Yuba 
6059063908,No,No,Los Angeles
6059074003,Yes,No,Sutter 
6059074004,Yes,Yes,Los Angeles
6059074005,No,Yes,San Diego
6059074006,No,Yes,San Diego
6059074102,No,Yes,Alameda 
6059074103,No,Yes,San Bernardino
6059074106,No,Yes,Los Angeles
6059074107,No,No,Kern 
6059074108,Yes,Yes,Alameda 
6059074109,No,Yes,Orange 
6059074110,No,No,Glenn 
6059074111,No,Yes,Alameda 
6059074200,Yes,Yes,Ventura 
6059074300,Yes,Yes,Sacramento 
6059074403,Yes,Yes,Orange 
6059074405,Yes,Yes,Los Angeles
6059074406,Yes,Yes,Los Angeles
6059074407,No,Yes,Riverside 
6059074408,No,Yes,Los Angeles
6059074501,Yes,Yes,Los Angeles
6059074502,Yes,Yes,Orange 
6059074601,No,Yes,San Diego
6059074602,Yes,Yes,Los Angeles
6059074701,No,Yes,Santa Clara
6059074702,No,Yes,Solano 
6059074801,Yes,Yes,San Bernardino
6059074802,No,Yes,San Diego
6059074803,No,Yes,Los Angeles
6059074805,No,Yes,Santa Clara
6059074806,No,Yes,Orange 
6059074901,Yes,Yes,San Mateo
6059074902,No,Yes,Solano 
6059075002,Yes,Yes,Riverside 
6059075003,No,Yes,San Diego
6059075004,No,Yes,Alameda 
6059075100,No,Yes,Los Angeles
6059075201,Yes,Yes,Los Angeles
6059075202,No,Yes,Santa Clara
6059075301,No,Yes,Los Angeles
6059075302,No,Yes,Los Angeles
6059075303,No,No,Sacramento 
6059075401,No,No,San Diego
6059075403,No,Yes,Kings 
6059075404,No,Yes,Los Angeles
6059075405,No,Yes,Los Angeles
6059075504,No,No,San Francisco
6059075505,No,Yes,San Bernardino
6059075506,No,No,Riverside 
6059075507,No,Yes,Los Angeles
6059075512,No,Yes,Tulare 
6059075513,No,Yes,San Bernardino
6059075514,No,Yes,Contra Costa
6059075515,No,No,Santa Cruz
6059075603,No,No,San Francisco
6059075604,No,No,Monterey 
6059075605,No,No,San Diego
6059075606,No,No,Los Angeles
6059075607,No,No,San Diego
6059075701,No,No,San Diego
6059075702,No,No,Sonoma 
6059075703,No,No,Sacramento 
6059075805,No,Yes,San Bernardino
6059075806,No,Yes,Los Angeles
6059075807,No,Yes,Mendocino 
6059075808,No,No,Riverside 
6059075809,No,No,Orange 
6059075810,No,No,Santa Clara
6059075811,No,Yes,Santa Clara
6059075812,No,Yes,Los Angeles
6059075813,No,No,San Bernardino
6059075814,No,No,Los Angeles
6059075815,No,Yes,Alameda 
6059075816,No,Yes,San Diego
6059075901,No,Yes,Kern 
6059075902,No,No,Los Angeles
6059076000,No,Yes,Los Angeles
6059076101,No,No,San Francisco
6059076102,No,Yes,Los Angeles
6059076103,No,Yes,Yolo 
6059076201,No,No,San Diego
6059076202,No,No,Orange 
6059076204,Yes,Yes,Los Angeles
6059076205,No,Yes,Los Angeles
6059076206,No,Yes,San Diego
6059076208,No,No,Los Angeles
6059086301,No,Yes,Riverside 
6059086303,No,No,Orange 
6059086304,No,Yes,Sonoma 
6059086305,No,No,Riverside 
6059086306,Yes,Yes,Santa Clara
6059086402,Yes,Yes,Orange 
6059086404,Yes,Yes,Glenn 
6059086405,No,Yes,Los Angeles
6059086406,Yes,Yes,Contra Costa
6059086407,Yes,Yes,Los Angeles
6059086501,Yes,Yes,Orange 
6059086502,Yes,Yes,San Diego
6059086601,Yes,Yes,San Francisco
6059086602,Yes,Yes,San Francisco
6059086701,Yes,Yes,Monterey 
6059086702,Yes,Yes,Monterey 
6059086801,No,Yes,San Diego
6059086802,Yes,Yes,Santa Clara
6059086803,No,Yes,Monterey 
6059086901,No,Yes,Riverside 
6059086902,No,Yes,San Luis Obispo
6059086903,No,Yes,Sonoma 
6059087001,No,Yes,Monterey 
6059087002,No,Yes,Fresno 
6059087101,No,Yes,Orange 
6059087102,Yes,Yes,Orange 
6059087103,No,Yes,San Diego
6059087105,No,Yes,Riverside 
6059087106,No,Yes,Glenn 
6059087200,No,Yes,Santa Clara
6059087300,No,Yes,San Bernardino
6059087401,Yes,No,Solano 
6059087403,Yes,Yes,Los Angeles
6059087404,Yes,Yes,Los Angeles
6059087405,Yes,Yes,San Francisco
6059087503,No,Yes,Orange 
6059087504,Yes,Yes,Santa Barbara
6059087505,No,Yes,Orange 
6059087601,No,Yes,Orange 
6059087602,No,Yes,Contra Costa
6059087701,No,Yes,Los Angeles
6059087703,No,Yes,Sacramento 
6059087704,No,No,San Diego
6059087801,No,Yes,Alameda 
6059087802,No,Yes,Placer 
6059087803,Yes,Yes,Ventura 
6059087805,Yes,Yes,San Diego
6059087806,Yes,Yes,San Diego
6059087901,Yes,Yes,Alameda 
6059087902,No,Yes,Sonoma 
6059088001,No,Yes,San Diego
6059088002,No,Yes,San Diego
6059088101,Yes,Yes,Orange 
6059088104,No,Yes,Alameda 
6059088105,No,Yes,Monterey 
6059088106,No,Yes,Los Angeles
6059088107,No,Yes,Alameda 
6059088201,No,Yes,Kern 
6059088202,No,Yes,Alameda 
6059088203,No,Yes,Butte 
6059088301,No,Yes,Yolo 
6059088302,No,No,San Diego
6059088401,No,Yes,Los Angeles
6059088402,No,Yes,Kern 
6059088403,No,Yes,Los Angeles
6059088501,Yes,Yes,Los Angeles
6059088502,No,Yes,Sonoma 
6059088601,No,Yes,San Francisco
6059088602,No,Yes,Solano 
6059088701,No,Yes,Santa Clara
6059088702,No,Yes,Alameda 
6059088801,No,Yes,Contra Costa
6059088802,Yes,Yes,Los Angeles
6059088901,No,Yes,Alameda 
6059088902,No,Yes,San Bernardino
6059088903,No,Yes,Monterey 
6059088904,No,Yes,Riverside 
6059088905,No,Yes,Los Angeles
6059089001,Yes,Yes,Orange 
6059089003,Yes,Yes,Los Angeles
6059089004,Yes,Yes,San Francisco
6059089102,No,Yes,Sutter 
6059089104,No,Yes,Napa 
6059089105,No,Yes,Santa Clara
6059089106,Yes,Yes,Alameda 
6059089107,No,Yes,Los Angeles
6059099202,No,Yes,San Bernardino
6059099203,No,Yes,Alameda 
6059099204,No,Yes,Los Angeles
6059099212,No,Yes,Los Angeles
6059099214,No,No,Los Angeles
6059099215,No,No,Riverside 
6059099216,No,No,Los Angeles
6059099217,No,No,Riverside 
6059099220,No,No,Orange 
6059099222,No,Yes,Los Angeles
6059099223,No,Yes,Los Angeles
6059099224,No,No,Santa Clara
6059099225,No,No,Amador 
6059099226,No,No,Kern 
6059099227,No,Yes,Riverside 
6059099229,No,Yes,Orange 
6059099230,No,No,San Diego
6059099231,No,No,San Diego
6059099232,No,No,Los Angeles
6059099233,No,No,San Francisco
6059099234,No,No,Ventura 
6059099235,No,No,San Diego
6059099237,No,No,Los Angeles
6059099238,No,No,Los Angeles
6059099239,No,No,Orange 
6059099240,No,No,San Francisco
6059099241,No,Yes,San Diego
6059099242,No,No,Santa Clara
6059099243,No,No,Solano 
6059099244,No,Yes,Orange 
6059099245,No,No,Los Angeles
6059099246,No,No,Orange 
6059099247,No,Yes,Los Angeles
6059099248,No,Yes,San Mateo
6059099249,No,Yes,San Diego
6059099250,No,No,Solano 
6059099251,No,Yes,San Diego
6059099305,No,Yes,Los Angeles
6059099306,No,No,Santa Clara
6059099307,No,No,Los Angeles
6059099308,No,No,Contra Costa
6059099309,No,No,Ventura 
6059099310,No,No,Los Angeles
6059099311,No,No,Riverside 
6059099402,Yes,Yes,San Joaquin
6059099404,No,No,Orange 
6059099405,No,No,Los Angeles
6059099406,No,No,Tulare 
6059099407,No,No,Placer 
6059099408,No,No,Sonoma 
6059099410,No,Yes,Sacramento 
6059099411,No,Yes,Riverside 
6059099412,No,No,San Francisco
6059099413,No,Yes,San Diego
6059099415,No,No,Riverside 
6059099416,No,No,Ventura 
6059099417,No,No,Riverside 
6059099502,No,No,San Diego
6059099504,No,No,Contra Costa
6059099506,No,No,Monterey 
6059099508,No,No,Orange 
6059099509,No,Yes,Los Angeles
6059099510,No,Yes,Orange 
6059099511,No,No,San Diego
6059099512,No,No,Solano 
6059099513,No,No,Los Angeles
6059099514,No,No,Ventura 
6059099601,Yes,Yes,Sonoma 
6059099602,No,No,Ventura 
6059099603,No,No,Los Angeles
6059099604,No,No,Riverside 
6059099605,No,No,Butte 
6059099701,No,Yes,Monterey 
6059099702,No,Yes,Los Angeles
6059099703,No,No,Santa Clara
6059099801,No,Yes,San Bernardino
6059099802,Yes,Yes,Riverside 
6059099803,No,Yes,Los Angeles
6059099902,No,Yes,Calaveras 
6059099903,No,Yes,San Diego
6059099904,Yes,Yes,San Diego
6059099905,No,Yes,Orange 
6059099906,No,No,Alameda 
6059110001,No,No,San Bernardino
6059110003,No,No,Los Angeles
6059110004,No,No,Kern 
6059110005,No,No,Los Angeles
6059110006,No,No,Santa Clara
6059110007,No,No,Alameda 
6059110008,No,No,San Bernardino
6059110010,No,No,Santa Barbara
6059110011,No,No,Alameda 
6059110012,No,No,Santa Cruz
6059110014,No,Yes,Riverside 
6059110015,No,No,Los Angeles
6059110102,No,No,Los Angeles
6059110104,No,Yes,Napa 
6059110106,No,No,San Mateo
6059110108,No,No,San Diego
6059110109,No,No,Los Angeles
6059110110,No,Yes,San Diego
6059110111,No,No,Santa Clara
6059110113,No,No,Fresno 
6059110114,No,No,Orange 
6059110115,No,No,San Diego
6059110116,No,No,Solano 
6059110117,No,No,Los Angeles
6059110118,No,No,Los Angeles
6059110201,No,Yes,Riverside 
6059110202,No,Yes,Sutter 
6059110203,No,No,San Francisco
6059110301,No,No,San Mateo
6059110302,Yes,Yes,Los Angeles
6059110303,No,No,San Diego
6059110304,No,No,Madera 
6059110401,No,No,Los Angeles
6059110402,No,Yes,Orange 
6059110500,Yes,Yes,Los Angeles
6059110603,Yes,Yes,San Bernardino
6059110604,No,No,Ventura 
6059110605,No,No,Orange 
6059110606,Yes,Yes,Los Angeles
6059110607,No,No,Los Angeles
6059980000,No,No,San Mateo
6059990100,No,No,Santa Barbara
6061020104,No,No,San Diego
6061020105,No,No,Los Angeles
6061020106,No,No,Los Angeles
6061020107,No,Yes,San Bernardino
6061020200,No,No,Sacramento 
6061020300,No,Yes,Santa Clara
6061020401,No,Yes,San Diego
6061020402,No,No,San Diego
6061020501,No,No,Sacramento 
6061020502,No,No,Fresno 
6061020601,No,No,Santa Barbara
6061020602,No,No,San Bernardino
6061020604,No,No,San Diego
6061020605,No,No,Alameda 
6061020606,No,No,Santa Barbara
6061020710,No,No,Los Angeles
6061020711,No,No,San Bernardino
6061020712,No,Yes,Los Angeles
6061020713,No,Yes,Los Angeles
6061020714,No,No,San Benito
6061020715,No,No,Los Angeles
6061020717,No,No,Los Angeles
6061020805,No,No,Orange 
6061020806,No,No,Mendocino 
6061020901,No,Yes,Los Angeles
6061020908,No,Yes,Los Angeles
6061021003,No,No,San Bernardino
6061021034,No,No,Tuolumne 
6061021035,No,No,San Francisco
6061021037,No,No,Los Angeles
6061021038,No,No,Orange 
6061021039,No,No,San Diego
6061021040,No,Yes,Sonoma 
6061021043,No,No,Butte 
6061021044,No,No,Los Angeles
6061021045,No,No,Riverside 
6061021046,No,No,Alameda 
6061021103,No,Yes,San Diego
6061021106,No,No,San Diego
6061021108,No,Yes,San Diego
6061021109,No,No,Tulare 
6061021122,No,No,Alameda 
6061021123,No,No,San Diego
6061021128,No,No,Monterey 
6061021129,No,No,Riverside 
6061021130,No,Yes,Fresno 
6061021131,No,No,Butte 
6061021203,No,No,Santa Clara
6061021204,No,No,San Diego
6061021304,No,No,Los Angeles
6061021309,No,No,Los Angeles
6061021322,No,No,Contra Costa
6061021401,No,Yes,Riverside 
6061021403,No,Yes,San Diego
6061021501,No,No,Yolo 
6061021502,No,No,Fresno 
6061021603,No,Yes,Alameda 
6061021604,No,No,Orange 
6061021801,No,No,Ventura 
6061021802,No,Yes,San Joaquin
6061021901,No,No,Santa Clara
6061021902,No,No,Sonoma 
6061022002,No,No,San Luis Obispo
6061022011,No,No,Shasta 
6061022013,No,No,Santa Clara
6061022014,No,No,Kern 
6061022100,No,No,Solano 
6061022200,No,No,San Bernardino
6061022300,No,No,Orange 
6061022400,No,No,Ventura 
6061022500,No,No,Modoc 
6061022600,No,No,San Francisco
6061022800,No,No,Los Angeles
6061022900,No,No,Ventura 
6061023000,No,No,Monterey 
6061023100,No,No,Fresno 
6061023200,No,No,Siskiyou 
6061023300,No,No,San Francisco
6061023400,No,No,Alameda 
6061023500,No,No,Orange 
6061023600,No,No,Los Angeles
6061023700,No,No,San Diego
6061023800,No,No,Orange 
6061023900,No,No,Santa Barbara
6061990000,No,No,Riverside 
6063000100,No,No,Los Angeles
6063000201,No,No,Fresno 
6063000202,No,Yes,San Bernardino
6063000300,No,Yes,Sacramento 
6063000400,No,Yes,Riverside 
6063000501,No,Yes,Ventura 
6063000502,No,No,San Mateo
6065030101,Yes,Yes,Sacramento 
6065030103,Yes,Yes,Los Angeles
6065030104,Yes,Yes,Santa Clara
6065030200,Yes,No,Los Angeles
6065030300,Yes,Yes,Los Angeles
6065030400,Yes,Yes,Los Angeles
6065030501,Yes,Yes,Los Angeles
6065030502,Yes,Yes,Orange 
6065030503,Yes,Yes,San Bernardino
6065030601,No,No,Solano 
6065030602,No,No,Los Angeles
6065030603,No,No,Santa Clara
6065030700,No,No,San Diego
6065030800,No,No,Sacramento 
6065030900,Yes,No,Los Angeles
6065031001,No,Yes,Monterey 
6065031002,Yes,Yes,San Diego
6065031100,No,No,Los Angeles
6065031200,No,No,Los Angeles
6065031300,Yes,Yes,Solano 
6065031401,Yes,Yes,Alameda 
6065031402,No,No,Riverside 
6065031501,No,No,Santa Clara
6065031502,Yes,Yes,Los Angeles
6065031601,Yes,Yes,Los Angeles
6065031602,Yes,Yes,Riverside 
6065031701,Yes,No,Los Angeles
6065031702,No,No,San Bernardino
6065031703,No,No,San Diego
6065031704,Yes,No,Sacramento 
6065040101,Yes,No,Riverside 
6065040102,Yes,No,San Mateo
6065040201,Yes,No,Los Angeles
6065040202,No,No,Riverside 
6065040203,Yes,Yes,San Diego
6065040204,Yes,Yes,Ventura 
6065040301,Yes,Yes,Santa Clara
6065040302,No,No,Alameda 
6065040303,Yes,No,San Diego
6065040402,Yes,No,Fresno 
6065040403,Yes,No,Los Angeles
6065040404,No,No,Los Angeles
6065040405,Yes,No,Calaveras 
6065040501,Yes,No,Los Angeles
6065040502,Yes,Yes,Los Angeles
6065040503,Yes,Yes,Sacramento 
6065040603,No,Yes,Humboldt 
6065040604,No,No,Los Angeles
6065040605,No,Yes,Orange 
6065040606,No,Yes,Butte 
6065040607,Yes,No,Sonoma 
6065040609,No,No,Orange 
6065040611,No,No,Sacramento 
6065040613,No,No,San Mateo
6065040615,No,No,Santa Barbara
6065040616,No,No,Glenn 
6065040701,No,No,San Diego
6065040702,No,No,Orange 
6065040703,No,No,Los Angeles
6065040806,No,No,Los Angeles
6065040807,No,No,Lake 
6065040808,No,No,Orange 
6065040809,No,No,Alameda 
6065040812,No,No,Orange 
6065040813,No,No,Sacramento 
6065040814,No,No,Solano 
6065040815,No,No,Los Angeles
6065040816,No,No,Orange 
6065040821,No,No,Los Angeles
6065040901,No,No,San Mateo
6065040902,No,No,San Diego
6065040903,No,No,Alameda 
6065040904,No,No,Santa Clara
6065041001,Yes,Yes,Contra Costa
6065041002,Yes,Yes,Los Angeles
6065041003,No,No,San Bernardino
6065041004,Yes,Yes,Ventura 
6065041101,Yes,Yes,San Diego
6065041102,Yes,Yes,Riverside 
6065041201,Yes,Yes,Santa Barbara
6065041202,No,Yes,Santa Clara
6065041203,Yes,Yes,Riverside 
6065041301,No,No,Riverside 
6065041302,Yes,Yes,Sacramento 
6065041403,No,No,Orange 
6065041404,No,No,Kern 
6065041405,No,No,Santa Clara
6065041406,No,No,Los Angeles
6065041407,Yes,Yes,San Mateo
6065041408,Yes,Yes,Orange 
6065041409,Yes,No,Riverside 
6065041410,Yes,Yes,Orange 
6065041411,Yes,Yes,Placer 
6065041412,Yes,No,Los Angeles
6065041500,Yes,Yes,Mendocino 
6065041600,Yes,Yes,Los Angeles
6065041702,No,No,Solano 
6065041703,Yes,Yes,Los Angeles
6065041704,Yes,Yes,San Bernardino
6065041803,No,No,Alameda 
6065041804,No,No,Colusa 
6065041805,No,No,Los Angeles
6065041806,No,No,San Diego
6065041807,No,No,Los Angeles
6065041808,No,No,Los Angeles
6065041809,No,No,San Francisco
6065041810,No,No,Sacramento 
6065041812,No,No,Santa Clara
6065041813,Yes,Yes,San Francisco
6065041904,No,No,Riverside 
6065041905,No,No,Stanislaus 
6065041906,No,No,San Diego
6065041909,No,No,San Bernardino
6065041910,No,No,Orange 
6065041911,No,No,Los Angeles
6065041912,No,No,Alameda 
6065041913,No,No,Los Angeles
6065042003,No,No,Ventura 
6065042004,No,No,Los Angeles
6065042005,No,No,Riverside 
6065042007,Yes,No,Los Angeles
6065042008,No,No,Sacramento 
6065042009,No,No,Santa Cruz
6065042010,Yes,Yes,San Diego
6065042012,No,No,Alameda 
6065042013,No,No,Contra Costa
6065042014,No,No,Los Angeles
6065042206,No,No,Sutter 
6065042207,No,No,Orange 
6065042208,No,No,Monterey 
6065042209,Yes,Yes,San Joaquin
6065042210,No,Yes,San Diego
6065042212,No,No,Alameda 
6065042213,No,No,Butte 
6065042214,No,No,Butte 
6065042217,No,No,Contra Costa
6065042300,Yes,Yes,Alameda 
6065042401,No,No,Los Angeles
6065042402,No,No,Ventura 
6065042403,No,No,Los Angeles
6065042404,Yes,Yes,San Bernardino
6065042405,Yes,Yes,Alameda 
6065042406,No,No,Los Angeles
6065042407,No,No,Los Angeles
6065042408,No,No,Santa Clara
6065042409,Yes,No,Los Angeles
6065042410,No,No,Riverside 
6065042411,No,No,Kern 
6065042412,No,No,Mendocino 
6065042505,Yes,Yes,Riverside 
6065042506,Yes,No,Los Angeles
6065042507,Yes,No,Contra Costa
6065042508,Yes,Yes,Contra Costa
6065042509,No,Yes,Sonoma 
6065042510,Yes,Yes,Los Angeles
6065042511,Yes,Yes,Santa Cruz
6065042512,Yes,Yes,San Diego
6065042513,Yes,No,San Diego
6065042514,Yes,Yes,Los Angeles
6065042515,Yes,Yes,Napa 
6065042516,Yes,Yes,Los Angeles
6065042517,Yes,Yes,San Diego
6065042518,Yes,Yes,Los Angeles
