Total Population,Poverty,Census Tract
1920,428,6035040600
4073,465,6035040302
1083,247,6035040400
2653,298,6035040200
1410,200,6035040100
3907,267,6037135102
7537,831,6037135203
4590,378,6037139301
4979,488,6037141400
2977,107,6037141500
4348,1491,6037123304
5158,1532,6037296600
5369,452,6037297500
6062,435,6037300400
3936,342,6037532102
3601,1204,6037575901
2605,330,6037600601
5758,630,6037276100
5769,379,6037300100
3862,1870,6037302201
5610,1589,6037190301
3422,842,6037197420
3313,232,6037543703
3961,280,6037701201
3489,773,6037701702
4641,556,6037554201
5429,1144,6037555001
5920,1233,6037570202
4059,1177,6037570203
5807,316,6037570901
3765,57,6037570902
5874,297,6037571000
6128,1120,6037571701
5547,1073,6037572700
7520,1944,6037573100
1466,191,6037573401
8045,377,6073017042
5696,108,6073017044
2701,165,6073017045
22238,3796,6073018700
4884,418,6073018803
8805,1572,6073019106
6818,903,6073019601
2876,174,6073008200
2989,91,6073008301
1834,722,6073008305
3870,615,6073008307
2858,1518,6073002801
5431,444,6073011902
5053,897,6073013909
6076,2197,6073016302
5142,1758,6073010112
3012,1120,6073002301
4942,2150,6073003404
4705,979,6073018903
2524,199,6073020208
4288,227,6073008337
8163,3123,6073010005
4951,1191,6073012402
4674,425,6073013801
5168,1199,6073013906
7989,2658,6073010110
7315,467,6073016807
3608,224,6073017020
3030,267,6073017501
3861,1487,6037205110
7646,3045,6037208000
4178,2379,6037209401
2929,239,6037214800
2284,1630,6037221900
5753,3167,6037229300
5808,2305,6037236100
5113,2526,6037241120
5678,1502,6037301702
2270,157,6037311400
5834,1461,6037554002
7668,689,6037550800
7585,2413,6037570301
7446,1452,6037604100
4377,285,6037573800
3990,1187,6037576801
6889,1758,6037601212
4807,144,6037650702
5109,1588,6037106604
6420,1101,6037113321
3153,1028,6037541100
3019,731,6037542800
8303,1396,6037550300
6467,1928,6037553802
4744,345,6037554514
4853,354,6037554522
4507,969,6037554600
4919,449,6037570001
3566,430,6037572202
5799,1031,6037572600
4157,1965,6037573002
2021,249,6037574202
3763,477,6037575001
2341,1034,6037575801
3135,524,6037577400
220,6,6037599100
6560,2451,6037600902
5991,2123,6037601100
3048,349,6037603500
6581,2172,6037603704
7497,2384,6037603900
2937,187,6037620901
5603,928,6037650001
3401,209,6073009703
5121,1364,6073010012
7699,2480,6073011802
4142,666,6073002705
3484,326,6073003211
3285,985,6073006500
4548,416,6073008511
5083,1258,6073012700
5505,1687,6073018519
1987,279,6073019107
8178,570,6073020020
4003,178,6073007200
4052,577,6073015302
5248,1040,6073016401
1929,205,6073016613
4230,828,6001435400
4745,437,6001436000
6667,1065,6001436601
7379,825,6001437200
4286,484,6001440305
2568,152,6001438400
4341,719,6001440306
3393,108,6001440332
6164,394,6001441521
7809,182,6001442900
6745,381,6001443002
7082,1114,6037700200
2018,213,6037601301
1438,315,6037603004
5835,530,6037920109
5006,302,6037403403
6231,1363,6037535802
4214,1089,6065040503
2594,107,6065040702
8409,1918,6065040808
3915,550,6065040809
4304,776,6065041408
4805,1474,6107002904
3371,1094,6107003002
1781,448,6107002304
6976,3251,6107000600
2539,820,6107000701
7242,955,6107001703
7171,1123,6107001704
3048,67,6037650501
3656,286,6037651102
5483,704,6037300702
1980,81,6037300902
1975,105,6037301300
2956,905,6037123303
4359,1503,6037123420
3585,751,6037127300
4544,1760,6037127520
3650,1803,6037128303
6190,2035,6037104105
6180,1424,6037551700
6418,1722,6037552100
5245,1096,6037552601
6833,1118,6037552900
6941,974,6037553100
4121,1182,6037553701
6588,1107,6037553901
3955,62,6037554516
4193,832,6037555104
2935,290,6037570002
4194,1201,6037570204
4904,698,6037572002
6001,992,6037572201
6601,1170,6037573402
5073,260,6037574100
5235,240,6037574400
4344,403,6037143602
4234,851,6037139303
4760,561,6037139600
5253,216,6037139701
3417,672,6037183101
3113,742,6037185310
3437,1193,6037186401
3200,285,6037189701
6743,3033,6065045605
2070,479,6037195720
3650,908,6037199201
5152,1799,6037203200
4941,1658,6037203800
5616,1358,6037204700
5462,1842,6037204810
2261,211,6037216100
3304,841,6029003305
4714,1177,6029003306
0,0,6029004603
12069,2935,6029004604
10098,5169,6029004701
3733,1818,6029004702
3919,1604,6029005003
7283,1607,6029005004
4746,1758,6029005203
5446,1646,6029005204
7035,2325,6029005507
4063,1440,6029005508
6232,735,6029005801
9234,4100,6029005802
3931,283,6029006006
5748,1273,6029006007
6016,682,6029006008
4142,976,6001428700
6938,357,6001430101
2393,101,6001430102
4851,742,6001432501
5259,369,6001432502
3993,497,6001433103
3608,675,6001433104
7372,362,6001435103
5814,1089,6001435104
5605,915,6001435601
5444,1347,6001435602
7299,651,6001437101
4885,597,6001437102
3543,429,6001437701
4469,936,6001437702
4118,254,6001438203
5458,247,6001438204
3186,138,6001440333
4750,362,6001440334
6757,130,6001440335
4504,316,6001440336
4267,57,6001441523
4428,172,6001441524
7625,223,6001441924
7165,499,6001441925
4562,463,6001441926
4512,356,6001441927
5148,348,6001442301
6012,664,6001442302
4168,175,6001442601
4883,450,6001442602
5620,306,6001443104
4588,99,6001443105
3315,246,6001443321
3313,119,6001443322
3789,305,6001444301
6051,2874,6029006303
4506,2484,6029006304
6556,2340,6029006403
3160,1644,6029006404
2101,591,6029006500
2530,1211,6031001401
2210,1028,6031001402
0,0,6031981800
2997,1230,6033000501
2348,730,6033000502
4141,1364,6033000701
3939,1594,6033000702
2787,1661,6033000801
4463,1785,6033000802
2330,669,6035040303
1409,527,6035040304
3073,582,6035040305
3234,109,6037101122
1771,176,6037102103
3328,468,6037102104
1857,444,6037102105
4215,489,6037102107
3441,1200,6071006604
6803,1220,6071007109
5314,875,6071007110
4621,1660,6071007303
4704,1548,6071007305
5629,1253,6071007306
6669,1889,6071007409
5076,1752,6071007410
5145,2088,6071007603
4949,1181,6071007604
4452,305,6071007903
6785,648,6071007904
6104,851,6071008601
4062,571,6071008602
3607,806,6071008709
4802,1951,6071008710
7540,2146,6071009108
6632,1162,6071009109
18215,5324,6071009110
9209,3227,6071009112
10404,4244,6071009114
6567,3832,6071009116
6090,2239,6071009117
21264,2530,6071009118
5579,711,6071009119
4272,913,6071009201
2144,294,6071009202
13527,6804,6071009904
7418,2529,6071009905
4820,1227,6071009906
4576,927,6071009908
5918,2320,6071009910
2403,382,6065045124
3284,202,6065045125
2510,412,6065045212
6386,999,6065045213
5200,822,6065045214
9787,1536,6065045215
2280,398,6065045216
8605,2350,6065045217
2405,371,6065045222
5482,923,6065045224
7292,1102,6065045226
6044,432,6065045228
4408,707,6065045233
2733,1224,6065045303
10633,1552,6065045304
2561,229,6065045606
2860,147,6065045608
4395,2000,6065045609
7067,2264,6065045707
2778,1515,6065046500
763,52,6065046601
3694,334,6065046602
4604,1635,6065046700
6683,1872,6065046800
1563,566,6065046900
1569,546,6065047000
1983,709,6065047201
1816,307,6065047202
13346,772,6065047900
7643,576,6065048100
4589,326,6065048200
6768,1335,6065048300
4890,345,6065048700
4665,1479,6065048800
3938,787,6065048901
7627,2434,6065048902
9769,966,6065049000
6848,1821,6071009911
4903,2668,6071009912
5316,1883,6071009913
8270,2230,6071010025
10616,3001,6071010026
3114,543,6071010417
4744,1196,6071010419
3932,1213,6071010420
5845,2713,6071010421
1749,552,6071010422
3154,1015,6071010423
1904,853,6071010424
3133,597,6071010803
2471,731,6071010804
4281,1157,6071010901
2302,232,6071010902
2189,672,6071011001
1525,208,6071011002
3266,594,6071011101
1846,426,6071011102
1411,278,6071011203
1516,301,6071011204
1260,297,6071011205
1082,256,6071011206
4987,1566,6071011401
3176,618,6071011403
4316,870,6071011404
5957,2006,6071012001
5620,1725,6071012002
5387,641,6071012101
3431,1255,6071012103
4991,1232,6071012104
4448,718,6071012200
756,685,6071012300
3240,1072,6071012400
5003,2093,6071012500
5717,737,6065049100
3181,849,6065049400
7225,2668,6065049500
8416,885,6065049600
9129,744,6065049700
4714,944,6065049800
13379,1627,6065050300
11218,1241,6065050400
14860,1308,6065050500
7482,535,6065050600
12208,1423,6065050700
4829,424,6065050900
7120,705,6065051100
4413,1071,6065051200
9439,1634,6065051300
6947,646,6065051400
6727,2181,6065940400
2158,191,6065940500
3104,307,6065940600
2658,412,6065940700
4650,1206,6077005303
6164,538,6077005403
6115,1621,6077002800
4897,1214,6077003213
4442,1201,6077003310
23407,3652,6077003500
3682,235,6077004104
5567,862,6077004402
5064,1445,6077005108
6452,944,6077005113
4511,1450,6077003405
5258,1228,6077001101
4098,2083,6077000700
3837,1408,6077002702
3215,581,6077003112
4073,737,6077003215
3862,2068,6077000402
4858,1106,6077001102
4632,2280,6077002300
13263,1743,6077003208
4577,1460,6077003403
1549,122,6077004202
1738,575,6077003308
3096,544,6077003601
4794,306,6077004303
5856,654,6077005001
3618,882,6077005124
5898,900,6077005127
6856,2814,6077002701
3666,665,6077003111
5004,1401,6077003306
4351,1046,6077003305
2240,1074,6077000300
9497,2176,6077001500
2756,342,6077003210
3280,527,6077003214
5186,1804,6077003307
2655,1092,6077003407
2057,610,6077004001
8659,1304,6077004102
3870,1249,6077004203
3104,560,6077004204
5772,727,6077005003
5844,1154,6077005004
6639,893,6077005106
7097,816,6077005305
5796,2147,6077000900
6896,1257,6077005110
3376,1040,6077003602
5802,1224,6077004302
7337,927,6077005202
3913,1413,6077001800
6424,790,6077004201
8549,1209,6077005119
1791,1064,6077000600
1912,487,6037212501
2589,676,6037212502
2269,774,6037212701
2584,341,6065940800
1978,386,6065940900
3712,962,6065941000
1937,297,6065941100
2547,335,6065941200
3280,643,6065941300
3755,1074,6065941400
5130,814,6065941500
0,0,6065980004
0,0,6065981000
2366,748,6067001101
2822,1039,6067003203
5418,2421,6067003204
3470,1836,6067004501
5394,2372,6067004502
3226,1538,6067004701
5271,2185,6067004702
3841,337,6071012700
7586,1687,6071025000
1342,535,6071025100
0,0,6071980100
0,0,6071980200
1915,218,6073000201
4526,342,6073000202
3443,439,6073002711
5136,1546,6073002712
4215,1417,6073003304
5876,2421,6073003305
3864,407,6073007701
4076,513,6073007702
2895,519,6073007905
3670,705,6073007907
3498,645,6073007908
2993,640,6073007910
4100,404,6073008003
3944,292,6073008006
2671,724,6073008361
3338,612,6073008362
5230,1780,6073008363
6180,1332,6073008364
3087,83,6073008365
6844,309,6073008366
4630,523,6073009305
5774,558,6073009306
4946,1035,6073009510
4324,568,6073009511
3070,1229,6073012501
4200,1438,6073012502
31988,2942,6073013310
20437,2006,6073013314
3413,306,6073013420
4418,578,6073013421
4431,734,6073014805
2690,583,6073014806
14598,1134,6075061500
5577,2275,6077003113
6089,1145,6077004305
3957,1066,6077005126
4043,1328,6077003110
3988,1825,6077003406
3996,812,6077005109
2423,1158,6077000500
10124,481,6077003114
5888,1063,6077004902
6214,1011,6077003109
3026,384,6005000500
4703,543,6005000200
4515,995,6005000402
1653,111,6005000301
4882,609,6005000401
0,0,6017990000
2439,1552,6019000501
3338,1746,6019000502
3087,1886,6019000901
4741,3489,6019000902
2541,986,6019001303
5157,2671,6019001304
4669,2708,6019001407
2179,796,6019001408
2044,259,6019001409
11790,2218,6019001410
6857,2042,6019001411
2924,486,6019001412
6215,828,6019001413
8313,2176,6019001414
4199,2314,6019002903
3003,1358,6019002904
2963,1374,6019002905
5317,2304,6019002906
6820,694,6107002303
13830,2057,6107002400
5780,2237,6107002602
3470,1287,6107003100
6761,2563,6107003400
7297,2681,6107003601
4667,575,6107000100
8607,2994,6107000201
6164,1648,6107000401
2738,257,6107001005
5665,1684,6107001502
2590,1121,6107002008
6408,2402,6107003700
5622,2318,6107003902
2126,991,6107004102
5105,1437,6107002700
3485,2025,6107002800
9042,4268,6107004101
6290,2655,6107004500
7337,2019,6107000402
6714,3566,6107000501
4236,1286,6107000502
7008,3875,6107001100
8412,2410,6107001301
5168,1178,6107001400
4603,1183,6107001800
4133,609,6107001902
6024,3645,6107002202
4932,558,6107002903
2963,273,6037503901
4811,1101,6037530102
3487,1004,6037104610
4961,743,6037106510
2352,121,6037106641
2547,337,6111001001
6570,1280,6111001002
7849,997,6111001301
6719,2234,6111002200
5001,542,6111002500
5693,857,6111002901
1574,69,6111005700
6617,352,6111006301
4143,1002,6111007000
5811,453,6111007904
5821,523,6111008304
5278,414,6111001506
4165,620,6111002700
6638,1290,6111002800
14640,1142,6111003100
5680,778,6111005203
4005,139,6111005401
5218,996,6111005502
4184,297,6111005504
4763,672,6111008201
3655,641,6111008303
4808,123,6085512305
5443,285,6085504421
7104,1006,6085504506
679,77,6085504700
7107,841,6085504805
3264,864,6085505600
4329,93,6085506101
6443,559,6085506203
5616,293,6085506802
7885,221,6085506900
6958,273,6085507001
3106,158,6085507302
6085,358,6085507702
5931,706,6085507805
5981,339,6085507806
7501,247,6013345202
2207,58,6013352101
6451,602,6013352201
4340,75,6013353002
5873,395,6013359202
4843,643,6013360200
5089,755,6013361000
2830,95,6013362000
5980,627,6013364002
6346,723,6013380000
2953,252,6013385100
1649,172,6013390200
5273,1687,6013307102
3562,428,6013318000
2121,137,6013354001
7050,153,6013354002
3404,74,6013355302
4641,528,6013308002
1025,469,6013316000
8512,638,6013319000
5722,589,6013325000
4458,476,6067003300
4105,611,6067003400
4181,445,6067004005
4416,1824,6067004402
4748,1102,6067005102
2379,738,6067005402
2371,714,6067005403
4787,290,6067005702
3717,162,6067005803
2890,205,6085502302
2748,190,6085502603
4084,326,6085502604
3034,850,6085503117
5618,1021,6085503118
4634,1069,6085503121
3144,910,6085503122
3770,880,6085503123
4251,179,6085503329
8109,522,6085503330
3356,86,6085503331
5719,312,6085503332
4938,268,6085503333
8828,191,6085503334
3768,489,6085503336
3573,513,6085503337
4061,1204,6085503710
5320,964,6085503711
4173,1265,6085503712
3457,871,6085503713
5973,914,6085503902
3646,485,6085503903
5513,438,6085504322
6184,933,6085504323
2665,146,6085504423
7364,726,6085505008
10608,1150,6085505009
2491,264,6085508003
6373,656,6085508004
3147,283,6085508507
5477,292,6085508508
3864,413,6085511301
3954,686,6085511302
215,78,6085511608
3358,393,6085511609
4803,182,6085511704
980,22,6085511705
2882,209,6061021045
4748,747,6061021046
7057,524,6037621104
3142,315,6037621204
3801,246,6037621324
2945,215,6037621326
3200,278,6037650003
4023,748,6037650004
4728,390,6037650401
5785,891,6037650604
3026,314,6037650605
4650,303,6037651304
2586,121,6037651401
6358,320,6037651402
5109,283,6037670324
3514,319,6037670326
4900,174,6037670328
4370,438,6037670416
6707,440,6037670602
5265,1131,6037700101
4240,1179,6037700102
3567,389,6037700501
4174,636,6037700502
4924,813,6037700801
4066,582,6037700802
6223,528,6037701304
5821,991,6037701402
4598,1046,6037701902
6357,835,6037702002
6020,747,6037702102
5568,439,6037800203
4559,302,6037800204
5661,596,6037800327
2806,346,6037800328
6655,696,6037800329
947,61,6037800330
716,46,6037800331
6342,423,6037800332
4599,1059,6001403501
2035,284,6001403502
2757,377,6001403701
1898,321,6001403702
3086,246,6001404101
2474,281,6001404102
2955,405,6001405301
2454,541,6001405302
3866,1100,6001405401
3200,1012,6001405402
4348,1954,6001405901
2979,1012,6001405902
5042,1189,6001406601
2795,573,6001406602
3737,1502,6001407101
4308,1198,6001407102
2373,1276,6001410500
1588,179,6001425101
3689,520,6001425102
2789,215,6001425103
3657,891,6001425104
0,0,6019007901
2801,663,6019007902
4133,2332,6019008501
9146,4387,6019008502
7242,2995,6023001101
1377,397,6023001300
4598,1651,6023010901
4078,810,6023010902
2895,522,6023011500
3545,1066,6023011600
3568,1417,6023940000
0,0,6023990100
23,21,6025010101
7420,2707,6071003505
5473,1032,6071003506
4300,567,6071003507
4611,1302,6071003509
5523,2267,6071003510
3701,467,6071003603
4459,477,6071003605
4531,1363,6071003606
5876,1545,6071003607
5182,1615,6071003609
4815,1050,6071003611
4336,1247,6071003612
4964,1021,6071003801
5051,921,6071003803
5153,1144,6071003804
4277,1286,6071004001
6055,2065,6071004003
5674,967,6071004004
6828,2128,6071004101
6406,2534,6071004103
6803,3731,6071004104
4967,1577,6071004301
3946,1798,6071004302
5148,1041,6071004403
4719,1722,6071004404
5044,1667,6071004505
5925,1935,6071004507
5384,1289,6071004509
3801,1635,6071004510
3390,372,6065040807
2754,879,6065041001
3608,780,6065041203
3188,228,6065041812
3378,592,6065041905
5339,1187,6065041909
4682,614,6065042007
8338,2294,6065042009
6325,1151,6065042212
3204,597,6065042517
14716,3244,6065042715
6292,2000,6065042903
3460,1445,6065043310
3046,1080,6065043505
7160,2573,6065043507
5520,1440,6065044103
2808,590,6065044104
7197,2808,6065044507
4212,499,6065044604
4921,1598,6065044916
6454,603,6065041808
6645,433,6065042214
3855,272,6065042403
3633,627,6065042409
3451,1010,6065042511
4254,1020,6065042516
8346,2048,6065042706
4430,598,6065042709
7826,776,6019004208
4226,1293,6019004703
4045,569,6019005406
5066,1303,6019005509
3912,833,6019005606
9082,3323,6019006000
3834,71,6019004405
3852,111,6019004301
5318,1068,6019005704
7445,2082,6019003102
4779,1586,6019001800
5871,3306,6019008301
4174,2486,6019001000
6089,2654,6019004205
5343,1871,6019004505
5307,435,6019005508
5737,2225,6019006602
5020,772,6019005801
3574,1108,6019002200
4969,3066,6019000600
4362,719,6019003600
3128,483,6019004601
4500,2791,6019002800
6827,397,6019005505
3245,1135,6019006802
3463,135,6029002811
6384,3796,6029002000
6200,2295,6029002700
5931,1073,6029003124
4368,2140,6029003400
12523,1359,6029003809
5536,355,6059062641
3803,513,6059062800
3211,408,6059063101
2850,415,6059063301
4478,367,6059063302
6226,788,6059063500
6014,1840,6059063808
6497,997,6059074102
5120,689,6059074103
6574,1078,6059074106
4093,1093,6059074300
7857,2221,6059074602
8414,2655,6059074701
5076,735,6059087801
4525,1040,6059087105
7590,1661,6059087200
3675,1406,6059087403
5342,2136,6071004603
5741,1489,6071004604
1626,1012,6071005701
1232,206,6065044404
1262,262,6065044405
3622,1385,6065044515
6216,1560,6065044516
2258,283,6065044517
5034,1895,6065044518
1713,267,6065044520
1352,597,6065044521
3905,1349,6065044522
5799,1701,6065044605
2713,815,6065044606
4833,766,6065044917
3054,502,6065044918
4642,758,6065044919
2510,253,6065044921
5449,405,6065044922
4269,1192,6065044923
4319,646,6065044924
3622,577,6065044925
5077,1487,6065044926
3687,506,6065044927
3278,408,6065044928
3624,617,6065044929
4195,2014,6025010102
3820,2578,6025012001
11168,2303,6025012002
1625,791,6025940000
2882,772,6027000800
9736,1827,6029003205
19749,2077,6029003206
4015,1451,6113010512
2948,1254,6113010513
3400,1636,6115040301
2303,1170,6115040302
8283,1237,6115040303
4096,343,6083001706
7519,1888,6083002502
2961,279,6083002606
754,104,6083002915
2302,291,6083002922
5179,4328,6083002924
6157,4815,6083002926
4509,3093,6083002928
7760,1017,6083002930
2193,211,6083002932
3122,336,6083003007
3420,455,6083003102
0,0,6083980000
6,6,6083980100
0,0,6083990000
4460,1012,6085501101
4743,770,6085501102
3143,609,6085501401
3313,673,6085501402
3579,214,6085502301
4257,1337,6037407601
3980,709,6037407602
5950,856,6037407801
6483,891,6037910715
5773,1313,6037910716
137,0,6037910811
333,51,6037910812
4060,440,6037910813
4370,1178,6037911001
124,31,6037920011
1005,101,6037920012
2552,73,6037920044
4472,149,6037920045
5201,915,6037920102
6723,460,6037920114
4026,242,6037920115
5275,293,6037920116
6149,276,6037920118
1969,130,6037920119
6539,2529,6037920336
7330,1995,6037920337
5960,691,6037920338
7649,257,6037920339
92,0,6037930101
551,102,6037930301
0,0,6037980001
0,0,6037980002
0,0,6037980003
0,0,6037980004
0,0,6037980005
0,0,6037980006
0,0,6037980007
90,13,6037980008
0,0,6037980009
189,136,6037980010
0,0,6037980013
10,0,6037980014
540,151,6037980015
3596,259,6037407802
4635,457,6037408003
2486,289,6037408004
5091,417,6037408005
3452,793,6037408006
3745,728,6037408136
4291,667,6037408137
5509,1514,6037408138
4365,717,6037408139
3918,1001,6037408140
5565,575,6037408141
5042,846,6037408504
2524,187,6037408505
2463,326,6037408630
5242,696,6037408631
3032,361,6037408723
5482,1931,6037408724
4849,422,6037430003
4560,487,6037430901
4654,647,6037430902
4689,1247,6037431501
4311,801,6037431502
2354,606,6037433101
4536,1654,6037433102
5296,1535,6037433304
4645,1599,6037433305
3190,1037,6037433306
3191,1191,6037433307
3130,810,6037433503
4867,2073,6037433504
4524,1319,6037434003
2948,464,6037434004
903,171,6037460401
4074,683,6037461501
5834,1952,6037461502
5387,1907,6037461901
0,0,6037980018
151,6,6037980019
0,0,6037980020
12,0,6037980021
0,0,6037980022
0,0,6037980023
264,12,6037980024
0,0,6037980025
17,0,6037980026
0,0,6037980028
0,0,6037980030
48,0,6037980031
14,14,6037980033
0,0,6037990100
0,0,6037990200
0,0,6037990300
5781,879,6039000106
6688,917,6039000108
2038,442,6039000109
1484,565,6039000201
6043,1361,6039000202
5909,2555,6039000603
5649,2322,6039000604
6238,503,6041102202
5736,1321,6041102203
4238,689,6041109001
3942,182,6041109002
2649,75,6085511707
3832,742,6085511915
4754,664,6085511916
5262,231,6085512036
3382,159,6085512037
3259,671,6085512038
5257,212,6085512039
2990,283,6085512042
6729,1886,6085512043
5561,358,6085512045
5850,365,6085512047
4346,430,6085512052
4390,498,6085512053
4998,533,6085512310
3994,272,6085512311
3353,293,6085512312
3859,442,6085512313
6344,866,6085512314
5210,371,6085512509
7341,685,6085512510
4492,1246,6085512603
4652,959,6085512604
4549,1685,6085513000
1216,118,6085513500
0,0,6087990100
2454,127,6089010601
5558,974,6089010602
1616,236,6089010603
3276,746,6089010703
3904,1482,6089010704
5901,1558,6089010803
2117,328,6089010804
4853,877,6089010805
2906,671,6089010806
4433,470,6089010807
1702,219,6089011001
5062,940,6089011002
6025,2336,6089011209
3868,577,6089011401
3293,272,6089011402
2886,223,6089011403
2368,355,6089011701
3462,833,6089011702
3365,802,6089011703
2344,394,6089011801
2795,380,6089011802
2496,479,6089011803
4533,965,6089012101
1963,420,6089012102
3998,646,6089012603
2122,335,6089012604
4979,986,6095250103
3575,155,6061021122
7543,230,6061021123
2987,419,6061021128
3276,529,6061021129
2591,487,6061021130
5667,194,6061021131
7913,391,6061021203
2553,253,6061021204
12200,689,6061021309
17000,1952,6061021322
7179,1341,6061021403
4319,1333,6061021603
4180,540,6061021604
1520,55,6061022011
2588,459,6061022013
1157,106,6061022014
545,41,6061022100
777,127,6061022200
321,102,6061022300
4663,296,6061022400
6303,322,6061022500
5158,499,6061022600
4691,258,6061022800
5038,307,6061022900
3351,60,6061023000
8111,318,6061023100
5819,378,6061023200
5253,413,6061023300
5391,649,6061023400
6162,127,6061023500
4152,283,6061023600
3275,290,6061023700
3067,368,6061023800
3289,238,6061023900
0,0,6061990000
2084,245,6063000501
1719,266,6063000502
12462,700,6071000116
7025,323,6071000117
4757,227,6071000118
4075,491,6071000203
5277,804,6071000205
4481,797,6071000207
4931,398,6071000208
4402,976,6071000403
4618,949,6059088001
5131,1181,6059088106
4712,1265,6059088402
4754,1002,6059088902
6013,1161,6059088904
3223,179,6059099233
7481,631,6059099305
6611,1621,6059011403
3349,363,6059001102
4678,408,6059001507
4457,1070,6059011101
4841,1364,6059011708
3511,91,6059011710
3949,692,6071000404
6071,895,6071000501
4268,525,6071000503
4494,329,6071000504
5119,714,6071000603
5355,1384,6071000604
4623,803,6071000605
4101,668,6071000606
3230,219,6071000813
3965,249,6071000814
3442,26,6071000815
4245,269,6071000816
3776,495,6071000817
5099,771,6071000818
4750,516,6071000819
3808,324,6071000820
4124,991,6071000821
6927,1894,6071000823
5337,1179,6071000824
4024,1423,6071000825
4297,366,6071000826
4778,1071,6071000901
4541,1669,6071000903
3603,970,6071000904
5789,1027,6071001001
5795,1431,6071001002
4232,1094,6071001101
4548,740,6071001103
1323,258,6065030101
2214,946,6065030103
7616,1088,6065030104
4484,1512,6065031601
6167,1602,6065031602
4433,1030,6065040101
4673,704,6065040102
3159,773,6065040404
6126,458,6065040405
12008,1856,6065040607
14455,1110,6065040609
8094,685,6065040611
12142,709,6065040613
10065,643,6065040615
7896,281,6065040616
4281,770,6065040812
6284,441,6065040813
5043,950,6065040814
3784,298,6065040815
2784,179,6065040816
5770,1059,6065040821
6148,3003,6065041101
4360,1185,6065041102
3810,937,6065041301
5007,1689,6065041302
7594,723,6065041910
13083,1082,6065041911
6295,775,6065041912
5432,430,6065041913
7099,566,6065042012
8303,682,6065042013
11468,1090,6065042014
5763,669,6065042217
11241,2924,6065042617
8788,2896,6065042618
12349,2428,6065042619
5713,966,6071001104
4870,2066,6071001305
4237,858,6071001307
5420,1194,6037104108
3926,557,6037104124
5481,1788,6037104203
3124,810,6037104204
3264,674,6037104403
3116,1055,6037104404
2311,891,6037104703
4331,1401,6037104704
3322,718,6037104821
2732,775,6037104822
4785,1863,6037106405
5845,381,6037106406
3044,889,6037106407
3817,962,6037106408
4692,589,6001444302
5716,223,6001444601
4736,97,6001444602
5550,444,6001450101
4271,142,6001450102
3130,176,6001450501
5880,196,6001450502
6692,416,6001450743
6045,269,6001450744
6286,148,6001450745
3596,118,6001450746
4842,272,6001450750
9787,290,6001450751
6603,163,6001450752
2281,143,6001451403
6762,878,6001451404
1710,63,6001451504
3351,0,6001451505
3453,251,6001451506
4331,157,6001451703
4446,177,6001451704
60,0,6001981900
63,12,6001982000
622,63,6001983200
0,0,6001990000
3906,310,6005000101
1879,536,6005000102
4418,2184,6019003003
2514,927,6019003004
5262,2477,6019003103
3832,1094,6019003104
2920,1111,6019003301
4840,1734,6019003302
3422,1547,6019003701
4727,1818,6019003702
3421,1203,6019003807
4956,1050,6019003808
5162,1604,6019003809
5670,1080,6019003810
8009,2678,6019004001
7297,2179,6019004002
3632,291,6019004213
4624,569,6019004214
4784,503,6019004215
3288,369,6019004216
2073,771,6037191302
2841,514,6037191901
2657,321,6037191902
2273,405,6037192001
2572,394,6037192002
3343,286,6037194101
3365,345,6037194102
2347,287,6037194401
3694,507,6037194402
3106,346,6037195201
3291,328,6037195202
2724,733,6037195803
2600,587,6037195804
2033,300,6037195901
1807,429,6037195902
2165,366,6037195903
2282,376,6037201601
2762,572,6037201602
3788,539,6037206031
5173,1957,6037206032
4068,1578,6037207101
2866,1401,6037207102
2324,1151,6037207103
4806,1447,6037207301
4555,1423,6037207302
2252,398,6037207501
2851,1227,6037207502
2217,874,6037208301
4741,2067,6037208302
4479,1960,6037208401
2803,757,6037208402
2370,350,6037208501
3905,1201,6037208502
2909,1162,6037208801
3533,1204,6037208802
3685,2254,6037209103
3690,449,6019004408
3368,568,6019004409
4714,1766,6019004801
4715,2707,6019004802
3978,1120,6019004901
2062,307,6019004902
5070,1740,6019005203
4328,1705,6019005204
3428,1256,6019005409
3463,617,6019005410
6239,563,6019005516
7761,341,6019005517
5382,248,6019005518
2931,78,6019005520
3590,709,6037212702
2806,338,6037214501
5375,930,6037214502
3413,534,6037214503
3418,624,6037214901
2772,352,6037214902
2851,360,6037215101
3025,432,6037215102
3909,692,6037216401
2718,632,6037216402
2915,456,6037217001
4709,877,6037217002
2431,625,6037218701
2094,587,6037218702
4165,1514,6037219901
3799,1461,6037219902
2794,1249,6037221303
3472,1490,6037221304
3279,1445,6037221401
2532,879,6037221402
3130,1003,6037221601
2919,1233,6037221602
3357,669,6037222001
4988,1555,6037222002
2531,1518,6037226001
1749,706,6037226002
2713,664,6037234501
2934,961,6037234502
2967,1672,6037234901
3826,1314,6037234902
3181,1274,6037236203
2966,1430,6037236204
4104,1937,6037237101
3351,1592,6037237102
3522,892,6037237201
4585,1531,6037237202
4086,1700,6037237401
3234,811,6037237402
3907,1766,6037239201
5660,2162,6037239202
3605,1093,6037239501
3681,1492,6037239502
3622,1580,6037239601
3795,2032,6037239602
4923,2832,6037239701
4045,1430,6037239702
3550,1364,6037239801
5576,2422,6037239802
6158,2476,6037240401
4107,1682,6037240402
4366,1322,6037241001
4041,1061,6037241002
